concept_id|concept_name|concept_code
45614108|Chlorhexidine|D002710
45614109|Chlorobutanol|D002724
45614110|Chlorphenesin|D002743
45614111|Chlorpromazine|D002746
45614112|Chlorpropamide|D002747
45614113|Chlorquinaldol|D002750
45614114|Cholecystectomy|D002763
45614115|Cholelithiasis|D002769
45614116|Cholera|D002771
45614117|Cholestasis, Intrahepatic|D002780
45614118|Choline|D002794
45614119|Choline Deficiency|D002796
45614120|Choriocarcinoma|D002822
45614121|Chorioretinitis|D002825
45614122|Chronic Disease|D002908
45614123|Chylous Ascites|D002915
45614124|Cimetidine|D002927
45614126|Cleft Palate|D002972
45614127|Clofibrate|D002994
45614128|Clomipramine|D002997
45614129|Clonorchiasis|D003003
45614130|Microbial Collagenase|D003012
45614131|Colonic Pseudo-Obstruction|D003112
45614132|Colposcopy|D003127
45614133|Shell Shock|D003130
45614134|Communication Disorders|D003147
45614135|Complement Fixation Tests|D003168
45614136|Clamping|D003250
45614137|Cor Triatriatum|D003310
45614138|Coronary Thrombosis|D003328
45614139|Corticotropin-Releasing Hormone|D003346
45614140|Coxsackievirus Infections|D003384
45614141|Cranial Nerve Neoplasms|D003390
45614142|Creosote|D003407
45614143|Cross Infection|D003428
45614144|Cryptococcosis|D003453
45614145|Cryptosporidiosis|D003457
45614146|Culdoscopy|D003464
45614147|Cyclamates|D003494
45614148|Cyproterone|D003534
45614149|Cystinosis|D003554
45614150|Cystoscopy|D003558
45614151|Dactinomycin|D003609
45614152|Dandy-Walker Syndrome|D003616
45614153|De Lange Syndrome|D003635
45614154|Debridement|D003646
45614155|Pressure Ulcer|D003668
45614156|Dental Implantation, Endosseous|D003758
45614157|Depression|D003863
45614158|Depressive Disorder, Major|D003865
45614159|Dermabrasion|D003869
45614160|Desensitization, Psychologic|D003887
45614161|Diabetes Mellitus|D003920
45614162|Diaphragmatic Eventration|D003965
45614163|Dichloroacetate|D003999
45614164|Diet|D004032
45614165|Diet, Sodium-Restricted|D004039
45614166|Diethylcarbamazine|D004049
45614167|DiGeorge Syndrome|D004062
45614168|Hydromorphone|D004091
45614169|Dihydroxyacetone|D004098
45614170|Dimenhydrinate|D004111
45614171|Dipyridamole|D004176
45614172|Dirofilariasis|D004184
45614173|Distemper, Canine|D004216
45614174|Doxepin|D004316
45614175|Doxorubicin|D004317
45614176|Doxylamine|D004319
45614177|Droperidol|D004329
45614178|Duodenal Ulcer|D004381
45614179|Duodenogastric Reflux|D004383
45614180|Edetic Acid|D004492
45614181|Ehlers-Danlos Syndrome|D004535
45614182|Elder Abuse|D004552
45615613|Optic Neuritis|D009902
45615614|Orbital Neoplasms|D009918
45615615|Gorlin-Psaume Syndrome|D009958
45615616|Osteochondritis Dissecans|D010008
45615617|Osteogenesis Imperfecta|D010013
45615618|Otosclerosis|D010040
45615619|Oxygen Consumption|D010101
45615620|4-Aminobenzoic Acid|D010129
45615621|Pallor|D010167
45615622|Pancreatic Diseases|D010182
45615623|Panic|D010200
45615624|Papain|D010206
45615625|Paragonimiasis|D010237
45615626|Paraldehyde|D010242
45615627|Paraphimosis|D010263
45615628|Pargyline|D010293
45615629|Parkinson Disease, Postencephalitic|D010301
45615630|Parvoviridae Infections|D010322
45615631|Body Lice|D010374
45615632|Pemoline|D010389
45615633|Penile Erection|D010410
45615634|Penile Induration|D010411
45615635|Perhexiline|D010480
45615636|Pericarditis|D010493
45615637|Periodontal Abscess|D010508
45615638|Peritoneal Neoplasms|D010534
45615639|Peritoneovenous Shunt|D010536
45615640|Peutz-Jeghers Syndrome|D010580
45615641|Pharyngeal Diseases|D010608
45615642|Phenelzine|D010624
45615643|Phenylethyl Alcohol|D010626
45615644|Phenformin|D010629
45615645|Phenprocoumon|D010644
45615646|Phentermine|D010645
45615647|Phosphatidylinositols|D010716
45615648|Physostigmine|D010830
45615649|Vitamin K 1|D010837
45615650|Pica|D010842
45615651|Pigmentation Disorders|D010859
45615652|Natamycin|D010866
45615653|Pituitary Hormones, Posterior|D010909
45615654|Pituitary Neoplasms|D010911
45615655|Pivampicillin|D010917
45615656|Placenta Accreta|D010921
45615657|Placenta Previa|D010923
45615658|Plasmacytoma|D010954
45615659|Plateletpheresis|D010983
45615660|Play Therapy|D010989
45615661|Plethysmography|D010991
45615662|Pleural Diseases|D010995
45615663|Pleurisy|D010998
45615664|Pneumonia, Mycoplasma|D011019
45615665|Pneumothorax, Artificial|D011031
45615666|Polycythemia|D011086
45615667|Polyethylene Glycols|D011092
45615668|Polyuria|D011141
45615669|Posture|D011187
45615670|Potassium|D011188
45615671|Praziquantel|D011223
45615672|Preanesthetic Medication|D011229
45615673|Pregnancy Trimester, Second|D011262
45615674|Prenatal Screening|D011296
45615675|Probucol|D011341
45615676|Prochlorperazine|D011346
45615677|Progesterone|D011374
45615678|Proline|D011392
45615679|Propanidid|D011410
45615680|Protein C|D011486
45615681|Protein-Losing Enteropathies|D011504
45615682|Prothionamide|D011515
45615683|Prothrombin Time|D011517
45615684|Protozoan Infections|D011528
45615685|Pseudarthrosis|D011542
45615686|Pseudohypoaldosteronism|D011546
45615687|Pseudomonas Infections|D011552
45615688|Pseudomyxoma Peritonei|D011553
45615689|Pseudoxanthoma Elasticum|D011561
45615690|Psychological Tests|D011581
45615691|Psychophysiologic Disorders|D011602
45615692|Psychotherapy, Group|D011615
45615693|Pterygium|D011625
45615694|Pulmonary Eosinophilia|D011657
45615695|Punctures|D011677
45615696|Pyelitis|D011702
45615697|Pyoderma|D011711
45615698|Radioallergosorbent Test|D011852
45615699|Radiography|D011859
45615700|Radiography, Panoramic|D011862
45615701|Consultation|D012017
45615702|Reoviridae Infections|D012088
45615703|Cumulative Trauma Disorders|D012090
45615704|Replicon|D012093
45615705|Restraint, Physical|D012149
45615706|Retinal Detachment|D012163
45615707|Retinal Vein Occlusion|D012170
45615708|Rhabdomyoma|D012207
45615709|Ribavirin|D012254
45615710|Rift Valley Fever|D012295
45617137|Congenital Disorders of Glycosylation|D018981
45617138|Muscle Neoplasms|D019042
45617139|Neuromuscular Blockade|D019148
45617140|Dysthymic Disorder|D019263
45617141|Branchio-Oto-Renal Syndrome|D019280
45617142|Epilepsy, Rolandic|D019305
45617143|Teriparatide|D019379
45617144|Ritonavir|D019438
45617145|Syncope, Vasovagal|D019462
45617146|Glare|D019466
45617147|Neck Pain|D019547
45617148|Crime Victims|D019548
45617149|Echocardiography, Three-Dimensional|D019560
45617150|Blindness, Cortical|D019575
45617151|Dengue Hemorrhagic Fever|D019595
45617152|Metyrosine|D019805
45617153|Clavulanic Acid|D019818
45617154|Cholic Acid|D019826
45617155|Rumination Disorders|D019959
45617156|Cocaine-Related Disorders|D019970
45617157|Histiocytic Necrotizing Lymphadenitis|D020042
45617158|Carbamoyl-Phosphate Synthase I Deficiency Disease|D020165
45617159|Jet Lag Syndrome|D020179
45617160|Sleep Apnea, Central|D020182
45617161|Skull Fracture, Basilar|D020205
45617162|Carotid Artery Injuries|D020212
45617163|Facial Nerve Injuries|D020220
45617164|Vitreous Detachment|D020255
45617165|Neurotoxicity Syndromes|D020258
45617166|Cerebral Vasculitis|D020293
45617167|Optic Nerve Glioma|D020339
45617168|Pelizaeus-Merzbacher Disease|D020371
45617169|Muscular Dystrophy, Facioscapulohumeral|D020391
45617170|Nystagmus, Congenital|D020417
45617171|Tibial Neuropathy|D020429
45617172|Accessory Nerve Diseases|D020436
45617173|Poloxamer|D020442
45617174|Parasomnias|D020447
45617175|Neuromuscular Junction Diseases|D020511
45617176|Acatalasia|D020642
45617177|Parkinsonian Disorders|D020734
45617178|Spinal Cord Ischemia|D020760
45617179|Pseudobulbar Palsy|D020828
45617180|Impairment, Light Touch Sensation|D020886
45617181|Korsakoff Syndrome|D020915
45617182|Epilepsy, Benign Neonatal|D020936
45617183|Epilepsy, Partial, Motor|D020938
45617184|Single-Parent Family|D020954
45617185|Lewy Body Disease|D020961
45617186|Liquid Ventilation|D021061
45617187|Flank Pain|D021501
45617188|Rhinometry, Acoustic|D023842
45617189|Sex Chromosome Disorders|D025064
45617190|Spondylarthropathies|D025242
45617191|Rhinomanometry|D025363
45617192|Manipulation, Osteopathic|D026301
45617193|Amyloidosis, Hereditary|D028226
45617194|Mitochondrial Diseases|D028361
45617195|Biotinidase Deficiency|D028921
45617196|Papillomavirus Infections|D030361
45617197|Patellar Dislocation|D031222
45617198|Aconite|D031841
45617199|Fasciitis, Plantar|D036981
45617200|Heel Spur|D036982
45617201|Hemispherectomy|D038421
45617202|Genetic Diseases, X-Linked|D040181
45617203|Common Bile Duct Calculi|D042882
45617204|Sacrosidase|D043324
45617205|Glomus Tympanicum Tumor|D043604
45617206|Overnutrition|D044343
45617207|Caucasoid Race|D044465
45617208|Steatorrhea|D045602
45617209|Monkeypox|D045908
45617210|Intracranial Subdural Hematoma, Traumatic|D046648
45617211|Traumatic Spinal Subdural Hematoma|D046649
45617212|Chondromalacia Patellae|D046789
45617213|Lingual Goiter|D047268
45617214|Coronary Artery Bypass, Off-Pump|D047549
45617215|Fetal Nutrition Disorders|D048070
45617216|Hepatic Insufficiency|D048550
45617217|Pregnancy, Unplanned|D049168
45617218|Exhumation|D049249
45617219|Acanthoma, Clear Cell|D049309
45617220|Distal Myopathies|D049310
45617221|Andersen Syndrome|D050030
45617222|Gastric Hypothermia|D050786
45617223|Histiocytoma, Malignant Fibrous|D051677
45617224|Vaginismus|D052065
45617225|Kidney Diseases, Cystic|D052177
45618671|Intestinal helminthiasis|C531698
45618672|Canicola fever|C531728
45618673|Marfanoid hypermobility syndrome|C531742
45618674|Severe combined immunodeficiency due to adenosine deaminase deficiency|C531816
45618675|Dermatopathia pigmentosa reticularis|C535374
45618676|Atelosteogenesis type 2|C535395
45618677|Chylomicron retention disease|C535460
45618678|Epileptic encephalopathy, Lennox-Gastaut type|C535500
45618679|Pemphigus and fogo selvagem|C535551
45618680|Carnitine palmitoyl transferase 2 deficiency|C535589
45618681|Dubowitz syndrome|C535718
45618682|Pruritic urticarial papules plaques of pregnancy|C535817
45618683|Pseudodiastrophic dysplasia|C535826
45618684|Rowley-Rosenberg syndrome|C535874
45618685|Lichen planus follicularis|C535892
45618686|Achondrogenesis type 1B|C536016
45618687|Megaduodenum|C536139
45618688|Diastrophic dysplasia|C536170
45618689|Diffuse panbronchiolitis|C536174
45618690|Crigler Najjar syndrome, type 1|C536212
45618691|Crigler Najjar syndrome, type 2|C536213
45618692|Blount disease|C536237
45618693|Noninsulin-dependent diabetes mellitus with deafness|C536246
45618694|Idiopathic basal ganglia calcification 1|C536275
45618695|Vertical talus, congenital|C536345
45618696|Angioma hereditary neurocutaneous|C536364
45618697|Facial ectodermal dysplasia|C536385
45618698|Trichostasis spinulosa|C536558
45618699|Turban tumors|C536611
45618700|Pena Shokeir syndrome, type 1|C536647
45618701|Periodic fever, familial, autosomal dominant|C536657
45618702|Westphal disease|C536694
45618703|Wyburn Mason's syndrome|C536752
45618704|Systemic candidiasis|C536777
45618705|Craniosynostosis radial aplasia syndrome|C536788
45618706|Chromosome 22, trisomy|C536799
45618707|Giedion syndrome|C536820
45618708|Gigantomastia|C536821
45618709|Glutathionuria|C536836
45618710|Fanconi like syndrome|C536855
45618711|Tiglic acidemia|C536921
45618712|Tufted angioma|C536924
45618713|Tracheobronchopathia osteoplastica|C536977
45618714|Transient erythroblastopenia of childhood|C536980
45618715|Flaujeac factor deficiency|C537060
45618716|Baritosis|C537080
45618717|Brachyolmia|C537098
45618718|Hypoglycemia, leucine-induced|C537150
45618719|Papular urticaria|C537169
45618720|Paroxysmal nonkinesigenic dyskinesia|C537181
45618721|Kniest dysplasia|C537207
45618722|Hennekam lymphangiectasia lymphedema syndrome|C537255
45618723|Gordon syndrome|C537288
45618724|Grover's disease|C537306
45618725|Singleton Merten syndrome|C537343
45618726|Muenke Syndrome|C537369
45618727|Mullerian aplasia|C537371
45618728|Multifocal choroiditis|C537374
45618729|Multiple pterygium syndrome|C537377
45618730|Arakawa syndrome 2|C537426
45618731|Meretoja syndrome|C537459
45618732|Microvillus inclusion disease|C537470
45618733|Stickler syndrome, type 1|C537492
45618734|Schwartz-Lelek syndrome|C537519
45618735|Succinyl-CoA:3-oxoacid CoA transferase deficiency|C537527
45618736|Sennetsu Fever|C537582
45618737|Bazex-Dupre-Christol syndrome|C537663
45618738|Kabuki syndrome|C537705
45618739|Lutz Richner Landolt syndrome|C537726
45618740|Oguchi disease|C537743
45618741|Fetal trimethadione syndrome|C537798
45618742|Lattice corneal dystrophy type 1|C537881
45618743|Opitz-Kaveggia syndrome|C537923
45618744|Cerebral palsy, spastic, diplegic|C537945
45618745|Chromosome 9, trisomy|C538028
45618746|Oto-palato-digital syndrome, type 2|C538089
45618747|Summitt syndrome|C538142
45618748|Acrofacial dysostosis, Nager type|C538184
45618749|Adams Oliver syndrome|C538225
45618750|Adenosine monophosphate deaminase deficiency|C538234
45618751|Atresia of small intestine|C538260
45618752|Nasopharyngeal carcinoma|C538339
45618753|Aase syndrome|C538442
45615779|Tooth Avulsion|D014084
45614260|Glycopyrrolate|D006024
45615776|Tonsillectomy|D014068
45611144|Mineralocorticoid Excess Syndrome, Apparent|D043204
45611145|Lymphatic Abnormalities|D044148
45611146|Enterocolitis, Neutropenic|D044504
45611147|Continuous Positive Airway Pressure|D045422
45611148|Intestinal Volvulus|D045822
45611149|Term Birth|D047929
45611150|Tay-Sachs Disease, AB Variant|D049290
45611151|Growth Hormone-Secreting Pituitary Adenoma|D049912
45611152|Dyslipidemias|D050171
45611153|Mulibrey Nanism|D050336
45611154|Urofollitropin|D050477
45611155|Adrenarche|D050499
45611156|Cryoanesthesia|D050785
45611157|Primary Cough Headache|D051270
45611158|Frasier Syndrome|D052159
45611159|Usher Syndromes|D052245
45611160|Lipodystrophy, Familial Partial|D052496
45615777|Tooth Extraction|D014081
45611161|Niemann-Pick Disease, Type B|D052537
45611162|Hypophosphatemic Rickets, X-Linked Dominant|D053098
45611163|Nocturia|D053158
45611164|Hypercalciuria|D053565
45611165|Gitelman Syndrome|D053579
45611166|Nuchal Cord|D053589
45611167|Stupor|D053608
45611168|Atovaquone|D053626
45611169|Asthenozoospermia|D053627
45611170|Laser Therapy|D053685
45611171|Scleromyxedema|D053718
45611172|Acute Coronary Syndrome|D054058
45611173|Pulmonary Infarction|D054060
45611174|Dihydropyrimidine Dehydrogenase Deficiency|D054067
45611175|Arachnodactyly|D054119
45611176|Precursor T-Cell Lymphoblastic Leukemia-Lymphoma|D054218
45611177|Lymphoma, Primary Cutaneous Anaplastic Large Cell|D054446
45611178|Orbital Cellulitis|D054517
45611179|Child, Orphaned|D054540
45611180|Takotsubo Cardiomyopathy|D054549
45611181|Aspartylglucosaminuria|D054880
45611182|Posterior Cervical Sympathetic Syndrome|D055010
45611183|Spinal Osteochondrosis|D055035
45611184|Tracheobronchomalacia|D055089
45611185|Delayed Emergence from Anesthesia|D055191
45611186|Acute Lung Injury|D055371
45611187|Catheter-Related Infections|D055499
45611188|Orchiopexy|D056126
45611189|Genu Valgum|D056304
45611190|von Willebrand Disease, Type 1|D056725
45611191|von Willebrand Disease, Type 3|D056729
45611192|Alstrom Syndrome|D056769
45611193|Patient Positioning|D056888
45611194|Post-Exposure Prophylaxis|D056990
45611195|Anetoderma|D057088
45611196|Scanning Laser Polarimetry|D057109
45611197|Corneal Perforation|D057112
45611198|Femininity|D057227
45611199|Vascular System Injuries|D057772
45611200|Sex Reassignment Surgery|D057830
45611201|Lemierre Syndrome|D057831
45611202|Loose Anagen Hair Syndrome|D058247
45611203|Tungiasis|D058285
45611204|Blalock-Taussig Procedure|D058366
45611205|Candidemia|D058387
45611206|Retinal Telangiectasis|D058456
45611207|Female Pseudohermaphroditism|D058489
45611208|Enzyme-Linked Immunospot Assay|D058501
45611209|Accessory Atrioventricular Bundle|D058606
45611210|Visual Field Tests|D058609
45611211|Macrocephaly|D058627
45611212|Granulomatous Mastitis|D058890
45611213|Pregnancy, Twin|D059285
45611214|Musculoskeletal Pain|D059352
45611215|Pott Puffy Tumor|D059369
45611216|Gastropexy|D059485
45611217|Cancer-Associated Retinopathy|D059545
45611218|Brain Imaging|D059906
45611219|Pudendal Neuralgia|D060545
45611220|Tracheal Extubation|D060666
45611221|Performance Anxiety|D060805
45611222|Vascular Calcification|D061205
45611223|Olfactory Nerve Injuries|D061219
45611224|Trigeminal Nerve Injuries|D061221
45611225|Lingual Nerve Transection|D061222
45611226|Vestibulocochlear Nerve Injuries|D061285
45611227|Glossopharyngeal Nerve Injuries|D061287
45611228|Insulin, Regular, Human|D061386
45611229|Image-Guided Biopsy|D061705
45611230|Breath Holding|D062485
45611231|Steatocystoma Multiplex|D062685
45612675|Triglyceride storage disease with impaired long-chain fatty acid oxidation|C536560
45612676|X-linked sideroblastic anemia|C536761
45612677|Xerocytosis, hereditary|C536764
45612678|Syphilis, secondary|C536773
45612679|Glyceraldehyde-3-phosphate dehydrogenase deficiency|C536837
45612680|Kleeblattschaedel syndrome|C536884
45612681|Thyroid cancer, papillary|C536915
45612682|Absent radii and thrombocytopenia|C536940
45612683|Togaviridae disease|C536963
45612684|Ledderhose disease|C537000
45612685|Albright's hereditary osteodystrophy|C537045
45612686|Fechtner syndrome|C537078
45612687|Lenz Majewski hyperostotic dwarfism|C537115
45612688|Leri-Weil syndrome|C537119
45612689|Oroticaciduria 1|C537136
45612690|Hypomagnesemia primary|C537153
45612691|Hypothalamic hamartomas|C537158
45612692|Pili annulati|C537187
45612693|Rufous oculocutaneous albinism|C537189
45612694|Knuckle pads, leuconychia and sensorineural deafness|C537210
45612695|Sarcosinemia|C537236
45612696|Formaldehyde poisoning|C537268
45612697|Gonadal dysgenesis XX type deafness|C537286
45612698|Metaphyseal chondrodysplasia Schmid type|C537352
45612699|Metaphyseal chondrodysplasia Spahr type|C537353
45612700|Immunodeficiency syndrome, variable|C537362
45612701|Ichthyosiform erythroderma, corneal involvement, deafness|C537363
45612702|Muscular dystrophy congenital, merosin negative|C537384
45612703|Neurofibromatosis type 5|C537390
45612704|Glutamate formiminotransferase deficiency|C537425
45612705|Mental retardation Mietens Weber type|C537444
45612706|Strudwick syndrome|C537501
45612707|Microcoria, congenital|C537550
45612708|Microcephalic osteodysplastic primordial dwarfism, type 1|C537577
45612709|Short rib-polydactyly syndrome, Verma-Naumoff type|C537602
45612710|Guanidinoacetate methyltransferase deficiency|C537622
45612711|Bednar's tumor|C537667
45612712|Behr syndrome|C537669
45612713|Lymphedema distichiasis syndrome|C537710
45612714|Lung agenesis|C537725
45612715|17-Hydroxysteroid Dehydrogenase Deficiency|C537805
45612716|NADH cytochrome B5 reductase deficiency|C537841
45612717|Oculocerebral syndrome with hypopigmentation|C537866
45612718|Camptocormia|C537968
45612719|Eales disease|C538011
45612720|Herrmann syndrome|C538113
45612721|Acquired hypoprothrombinemia|C538174
45612722|Acrogeria, gottron type|C538187
45612723|Acute zonal occult outer retinopathy|C538223
45612724|Familial HDL deficiency|C538394
45612725|Adrenal hypoplasia|C538429
45612726|Ancylostoma duodenale infection|C538433
45612727|Mermaid syndrome|C538595
45612728|Melanodermic leukodystrophy|C538676
45612729|Juvenile-onset scleroderma|C543759
45612730|ponatinib|C545373
45612731|Dipsogenic Diabetes Insipidus|C548013
45612732|Pseudohypoparathyroidism Type 2|C548077
45612733|cabazitaxel|C552428
45612734|interferon alfa-2a|C554043
45612735|interferon alfa-n1|C554150
45612736|isophane insulin, beef|C557863
45612737|cabozantinib|C558660
45612738|dolutegravir|C562325
45612739|Iron-Refractory Iron Deficiency Anemia|C562385
45612740|Hypertension, Essential|C562386
45612741|Spondyloepiphyseal Dysplasia Tarda, X-Linked|C562447
45612742|Teratoma, Testicular|C562472
45612743|Granulosis Rubra Nasi|C562483
45612744|Fibrochondrogenesis|C562524
45612745|Microcolon|C562563
45612746|Cyclopia|C562573
45612747|Cirrhosis, Familial, with Pulmonary Hypertension|C562580
45612748|Lactose Intolerance, Adult Type|C562601
45612749|Porphyria, Acute Hepatic|C562618
45612750|Ethanolaminosis|C562651
45612751|Hyperphenylalaninemia, BH4-Deficient, B|C562656
45612752|Aland Island Eye Disease|C562664
45615778|Tooth Fractures|D014082
45612753|Cystinosis, Late-Onset Juvenile or Adolescent Nephropathic Type|C562683
45612754|Pupillary Membrane, Persistence Of|C562700
45612755|Insulin Receptor, Defect in|C562709
45612756|Delta-Beta Thalassemia|C562716
45614183|Electrocardiography|D004562
45614184|Electroretinography|D004596
45614185|Embolism, Air|D004618
45614186|Emepronium|D004629
45614187|Emergency Care|D004632
45614188|Empyema|D004653
45614189|Encephalitis, Tick-Borne|D004675
45614190|Encephalocele|D004677
45614191|Encopresis|D004688
45614192|Endarteritis|D004692
45614193|Endocarditis, Bacterial|D004697
45614194|Endocarditis, Subacute Bacterial|D004698
45614195|Enteral Feeding|D004750
45614196|Enterobacteriaceae Infections|D004756
45614197|Enterocolitis|D004760
45614198|Enzyme-Linked Immunosorbent Assay|D004797
45614199|Eosinophilic Granuloma|D004803
45614200|Epidermal Necrolysis, Toxic|D004816
45614201|Epidermodysplasia Verruciformis|D004819
45614202|Epididymitis|D004823
45614203|Epilepsies, Myoclonic|D004831
45614204|Epilepsy, Absence|D004832
45614205|Episiotomy|D004841
45614206|Erysipelothrix Infections|D004889
45614207|Howell-Jolly Bodies|D004908
45614208|Esophagitis, Peptic|D004942
45614209|Esotropia|D004948
45614210|Estramustine|D004961
45614211|Ethamsylate|D004979
45614212|Ethiodized Oil|D004998
45614213|Ethisterone|D005003
45614214|Etomidate|D005045
45614215|Euthyroid Sick Syndromes|D005067
45614216|Exercise Test|D005080
45614217|Exostoses|D005096
45614218|Facial Nerve Diseases|D005155
45614219|Factitious Disorders|D005162
45614220|Fallopian Tube Patency Tests|D005186
45614221|Fasciculation|D005207
45614222|Fatty Liver, Alcoholic|D005235
45614223|Fenbendazole|D005273
45614224|Fetal Growth Retardation|D005317
45614225|Fetal Hemoglobin|D005319
45614226|Mummified Fetus|D005333
45614227|Fever|D005334
45614228|Fibrocystic Breast Disease|D005348
45614229|Fibroma|D005350
45614230|Finger Injuries|D005383
45614231|Bioflavonoids|D005419
45614232|Floxacillin|D005436
45614233|Fluorescent Antibody Technique|D005455
45614234|Fluorouracil|D005472
45614235|Fluoxetine|D005473
45614236|Fluspirilene|D005484
45614237|Flavin Mononucleotide|D005486
45614238|Focal Dermal Hypoplasia|D005489
45614239|Food Poisoning|D005517
45614240|Meals on Wheels|D005522
45614241|Foot-and-Mouth Disease|D005536
45614242|Fragile X Syndrome|D005600
45614243|Furosemide|D005665
45614244|Fursultiamin|D005666
45614245|Fused Teeth|D005671
45614246|Galactorrhea|D005687
45614247|Galactose|D005690
45614248|Galactosemias|D005693
45614249|Gallbladder Diseases|D005705
45614250|Gangliosidoses|D005733
45614251|Gastric Fistula|D005747
45614252|Gastroenteritis|D005759
45614253|Genital Diseases, Female|D005831
45614254|Gestalt Therapy|D005864
45614255|Tourette Syndrome|D005879
45614256|Gingivitis, Necrotizing Ulcerative|D005892
45614257|Glaucoma|D005901
45614258|Glomus Tumor|D005918
45614259|Glutamine|D005973
45614261|Gonadal Dysgenesis, Mixed|D006060
45614262|Epulis, Giant Cell|D006101
45614263|Guanethidine|D006145
45614264|Halitosis|D006209
45614265|Health Promotion|D006293
45614266|Heart Block|D006327
45614267|Heart Failure|D006333
45614268|Heart Function Tests|D006334
45614269|Heart Septal Defects, Ventricular|D006345
45614270|Hematocolpos|D006399
45614271|Hematoma, Epidural, Cranial|D006407
45614272|Hematometra|D006409
45614273|Hemoglobin A|D006441
45614274|Hepatitis, Infectious Canine|D006522
45614275|Hepatitis C|D006526
45614276|Hexobarbital|D006591
45614277|Hexoprenaline|D006594
45614278|Hexylresorcinol|D006604
45615711|Rubella Syndrome, Congenital|D012410
45615712|Saccharin|D012439
45615713|Saccharomyces cerevisiae|D012441
45615714|Salpingitis|D012488
45615715|Sarcoma, Kaposi|D012514
45615716|Scabies|D012532
45615717|Schistosomiasis mansoni|D012555
45615718|Sciatica|D012585
45615719|Scleredema Adultorum|D012592
45615720|Scurvy|D012614
45615721|Seizures|D012640
45615722|Sex Differentiation Disorders|D012734
45615723|Sex Education|D012736
45615724|Shivering|D012768
45615725|Shock|D012769
45615726|Shoulder Dislocation|D012783
45615727|Silicon Dioxide|D012822
45615728|Silicotuberculosis|D012830
45615729|Sleep Disorders|D012893
45615730|Tobacco Smoking|D012907
45615731|Sodium Dodecyl Sulfate|D012967
45615732|EHDP|D012968
45615733|Sodium Hypochlorite|D012973
45615734|Soft Tissue Neoplasms|D012983
45615735|Sorbitol|D013012
45615736|Sotalol|D013015
45615737|Spermatocidal Agents|D013089
45615738|Splenorenal Shunt, Surgical|D013164
45615739|Staphylococcal Infections|D013203
45615740|Stomach Diseases|D013272
45615741|Stomatitis, Aphthous|D013281
45615742|Streptomycin|D013307
45615743|Subacute Sclerosing Panencephalitis|D013344
45615744|Subarachnoid Hemorrhage|D013345
45615745|Sublimation|D013359
45615746|Sulbactam|D013407
45615747|Sulfacetamide|D013409
45615748|Sulfadoxine|D013413
45615749|Sulfamethizole|D013419
45615750|Sulfamethoxypyridazine|D013421
45615751|Superior Vena Cava Syndrome|D013479
45615752|Ophthalmologic Surgical Procedures|D013508
45615753|Obstetric Surgical Procedures|D013513
45615754|Surgical Wound Dehiscence|D013529
45615755|Sweating|D013546
45615756|Swine Vesicular Disease|D013555
45615757|Symphysiotomy|D013567
45615758|Taste Disorders|D013651
45615759|Tattooing|D013653
45615760|Teaching|D013663
45615761|Telangiectasis|D013684
45615762|Tennis Elbow|D013716
45615763|Androgen-Insensitivity Syndrome|D013734
45615764|Testicular Neoplasms|D013736
45615765|Thalidomide|D013792
45615766|Thinness|D013851
45615767|Thiopental|D013874
45615768|Thiothixene|D013888
45615769|Radiography, Thoracic|D013902
45615770|Thymol|D013943
45615771|Thymus Hyperplasia|D013952
45615772|Thyroid Diseases|D013959
45615773|Tietze's Syndrome|D013991
45615774|Tinea Pedis|D014008
45615775|Tolonium Chloride|D014048
45615780|Toothache|D014098
45615781|Transcription, Genetic|D014158
45615782|Protein Biosynthesis|D014176
45615783|Trapidil|D014192
45615784|Tricuspid Valve Prolapse|D014263
45615785|Trimethadione|D014293
45615786|Trimipramine|D014299
45615787|Tromethamine|D014325
45615788|Purified Protein Derivative of Tuberculin|D014373
45615789|Tuberculosis, Hepatic|D014386
45615790|Tuberculosis, Ocular|D014392
45615791|Typhoid Fever|D014435
45615792|Tyramine|D014439
45615793|Ureterocele|D014518
45615794|Urinary Incontinence|D014549
45615795|Urinary Incontinence, Stress|D014550
45615796|Urokinase-Type Plasminogen Activator|D014568
45615797|Urticaria Pigmentosa|D014582
45615798|Uveitis|D014605
45615799|Vaginal Neoplasms|D014625
45615800|Vancomycin|D014640
45615801|Genetic Variation|D014644
45615802|External Cephalic Version|D014710
45615803|Vinblastine|D014747
45615804|Vitamin A|D014801
45615805|Vitamin A Deficiency|D014802
45615806|Vitamin K|D014812
45615807|Vitamin K Deficiency|D014813
45615808|Vitiligo|D014820
45617226|Trigger Finger Disorder|D052582
45617227|Azotemia|D053099
45617228|Urinary Incontinence, Urge|D053202
45617229|Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive|D053360
45617230|Leukokeratosis, Hereditary Mucosal|D053529
45617231|Pain, Referred|D053591
45617232|Sperm Retrieval|D053625
45617233|Capsule Endoscopy|D053704
45617234|Onycholysis|D054039
45617235|Mevalonate Kinase Deficiency|D054078
45617236|Vein of Galen Malformations|D054080
45617237|Ectopia Cordis|D054083
45617238|Angioedemas, Hereditary|D054179
45617239|Leukemia, Prolymphocytic, B-Cell|D054403
45617240|Leukemia, Myelomonocytic, Juvenile|D054429
45617241|Mastocytoma, Skin|D054705
45617242|Lecithins|D054709
