id|drug_HOI_relationship|evidence_type|modality|evidence_source_code_id|statistic value|evidence_linkout|statistic_type
32322|40173473-36313585|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4l|COUNT
32323|40173473-36316381|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4m|COUNT
32324|40173473-36312635|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4n|COUNT
32325|40173473-36314117|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4o|COUNT
32326|40173473-36416606|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4p|COUNT
32327|40173473-36416610|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4q|COUNT
32328|40173473-36416518|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4r|COUNT
32329|40173473-36416698|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4s|COUNT
32330|40173473-36516837|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4t|COUNT
32331|40173473-36718265|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4u|COUNT
32332|40173473-36718320|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4v|COUNT
32333|40173473-36718395|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4w|COUNT
32334|40173473-36718379|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4x|COUNT
32335|40173473-36718175|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4y|COUNT
32336|40173473-36718418|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f4z|COUNT
32337|40173473-35205037|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f50|COUNT
32338|40173473-36718280|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f51|COUNT
32339|40173473-36718285|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f52|COUNT
32340|40173473-36718376|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f53|COUNT
32341|40173473-36918860|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f54|COUNT
32342|40173473-36718368|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f55|COUNT
32343|40173473-36718543|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f56|COUNT
32344|40173473-36919075|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f57|COUNT
32345|40173473-37019397|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f58|COUNT
32346|40173473-36919183|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f59|COUNT
32347|40173473-36919202|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5a|COUNT
32348|40173473-37219959|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5b|COUNT
32349|40173473-37219897|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5c|COUNT
32350|40173473-36211484|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5d|COUNT
32351|40173473-35707714|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5e|COUNT
32352|40173473-36919126|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5f|COUNT
32353|40173473-36919123|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5g|COUNT
32354|40173473-36718388|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5h|COUNT
32355|40173473-37219885|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5i|COUNT
32356|40173473-36009700|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5j|COUNT
32357|40173473-35909435|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5k|COUNT
32358|40173473-36314106|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5l|COUNT
32359|40173473-37219804|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5m|COUNT
32360|40173473-36718288|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5n|COUNT
32361|40173473-35205263|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5o|COUNT
32362|40173473-35306246|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5p|COUNT
32363|40173473-35809059|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5q|COUNT
32364|40173473-36416497|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5r|COUNT
32365|40173473-36918945|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5s|COUNT
32366|40173473-36516840|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5t|COUNT
32367|40173473-35809153|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5u|COUNT
32368|40173473-37622451|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5v|COUNT
32369|40173473-35708132|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5w|COUNT
32370|40173473-35708663|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5x|COUNT
32371|40173473-35707748|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5y|COUNT
32372|40173473-36919132|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f5z|COUNT
32373|743717-35707572|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f60|COUNT
32374|743717-36718288|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f61|COUNT
32375|1135359-36516959|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f62|COUNT
32376|1135359-35205025|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f63|COUNT
32377|1135359-36009707|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f64|COUNT
32378|1135359-35205038|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f65|COUNT
32379|1135359-35406391|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f66|COUNT
32380|1135359-35708100|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f67|COUNT
32381|1135359-35708153|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f68|COUNT
32382|1135359-37220008|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f69|COUNT
32383|1135359-35708154|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6a|COUNT
32384|1135359-37320197|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6b|COUNT
32385|1135359-37019450|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6c|COUNT
32386|1135359-36718347|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6d|COUNT
32387|1135359-36918942|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6e|COUNT
32388|1135359-36211179|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6f|COUNT
32389|1135359-36718321|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6g|COUNT
32390|1135359-35809134|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6h|COUNT
32391|1135359-35506628|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6i|COUNT
32392|1135359-35809139|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6j|COUNT
32393|1135359-35708690|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6k|COUNT
32394|1135359-35708208|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6l|COUNT
32395|1135359-36718265|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6m|COUNT
32396|1135359-36718395|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6n|COUNT
32397|1135359-36718320|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6o|COUNT
32398|1135359-36009711|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6p|COUNT
32399|1135359-35809076|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6q|COUNT
32400|1135359-35809054|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6r|COUNT
32401|1135359-35809080|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6s|COUNT
32402|1135359-35406319|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6t|COUNT
32403|1135359-35708202|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6u|COUNT
32404|1135359-36919126|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6v|COUNT
32405|1135359-36718301|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6w|COUNT
32406|1135359-35204948|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6x|COUNT
32407|1135359-35809085|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6y|COUNT
32408|1135359-35205037|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f6z|COUNT
32409|1135359-35708171|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f70|COUNT
32410|1135359-35104691|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f71|COUNT
32411|1135359-35104874|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f72|COUNT
32412|1135359-36718379|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f73|COUNT
32413|1135359-36718526|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f74|COUNT
32414|1135359-36516843|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f75|COUNT
32415|1135359-35708139|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f76|COUNT
32416|1135359-36009754|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f77|COUNT
32417|1135359-36918860|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f78|COUNT
32418|1135359-37320212|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f79|COUNT
32419|1550775-36110811|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7a|COUNT
32420|1550775-36211122|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7b|COUNT
32421|1550775-35104125|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7c|COUNT
32422|1550775-36718132|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7d|COUNT
32423|1550775-36516886|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7e|COUNT
32424|1550775-35606985|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7f|COUNT
32425|1550775-36110314|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7g|COUNT
32426|1550775-36416551|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7h|COUNT
32427|1550775-35506788|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7i|COUNT
32428|1550775-36315572|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7j|COUNT
32429|1550775-35607142|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7k|COUNT
32430|1550775-36316379|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7l|COUNT
32431|1550775-35506609|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7m|COUNT
32432|1550775-35708044|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7n|COUNT
32433|1550775-37622529|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7o|COUNT
32434|1550775-35607345|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7p|COUNT
32435|1550775-35809225|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7q|COUNT
32436|1550775-35205243|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7r|COUNT
32437|1550775-35104119|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7s|COUNT
32438|1550775-35506582|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7t|COUNT
32439|1550775-35707963|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7u|COUNT
32440|1550775-35708067|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7v|COUNT
32441|1550775-35708151|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7w|COUNT
32442|1550775-36315507|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7x|COUNT
32443|1550775-35809134|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7y|COUNT
32444|1550775-37019318|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f7z|COUNT
32445|1550775-35809079|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f80|COUNT
32446|1550775-36516749|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f81|COUNT
32447|1550775-35708202|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f82|COUNT
32448|1550775-36316341|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f83|COUNT
32449|1550775-35406392|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f84|COUNT
32450|1550775-35708318|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f85|COUNT
32451|1550775-36416605|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f86|COUNT
32452|1550775-36312159|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f87|COUNT
32453|1550775-35506587|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f88|COUNT
32454|1550775-37622518|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f89|COUNT
32455|1550775-36312269|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8a|COUNT
32456|1550775-36111011|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8b|COUNT
32457|1550775-36315155|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8c|COUNT
32458|1550775-36919047|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8d|COUNT
32459|1550775-36919037|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8e|COUNT
32460|1550775-36718526|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8f|COUNT
32461|1550775-36211268|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8g|COUNT
32462|1550775-35506465|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8h|COUNT
32463|1550775-35506448|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8i|COUNT
32464|1550775-36416610|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8j|COUNT
32465|1550775-35809381|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8k|COUNT
32466|1550775-35708322|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8l|COUNT
32467|1550775-35606824|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8m|COUNT
32468|1550775-36009783|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8n|COUNT
32469|1550775-36315381|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8o|COUNT
32470|1550775-35708293|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8p|COUNT
32471|1550775-35708093|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8q|COUNT
32472|1550775-36718149|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8r|COUNT
32473|1550775-36918942|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8s|COUNT
32474|1550775-35506797|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8t|COUNT
32475|1550775-36416518|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8u|COUNT
32476|1550775-36110534|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8v|COUNT
32477|1550775-36416492|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8w|COUNT
32478|1550775-35506624|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8x|COUNT
32479|1550775-35707713|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8y|COUNT
32480|1550775-35205281|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f8z|COUNT
32481|1550775-36211303|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f90|COUNT
32482|1550775-35506457|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f91|COUNT
32483|1550775-36314162|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f92|COUNT
32484|1550775-36918861|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f93|COUNT
32485|1550775-36718155|SPL_SPLICER|true|2|5|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f94|COUNT
32486|1550775-36110915|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f95|COUNT
32487|1550775-35707985|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f96|COUNT
32488|1550775-36110642|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f97|COUNT
32489|1550775-36110766|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f98|COUNT
32490|1550775-36718555|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f99|COUNT
32491|1550775-35606827|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9a|COUNT
32492|1550775-37320158|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9b|COUNT
32493|798876-35809310|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9c|COUNT
32494|798876-36919126|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9d|COUNT
32495|798876-37219894|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9e|COUNT
32496|798876-36718301|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9f|COUNT
32497|798876-35305706|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9g|COUNT
32498|798876-37019321|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9h|COUNT
32499|798876-36919230|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9i|COUNT
32500|798876-36919127|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9j|COUNT
32501|798876-35305516|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9k|COUNT
32502|798876-36718530|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9l|COUNT
32503|798876-36718510|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9m|COUNT
32504|798876-36718315|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9n|COUNT
32505|798876-35305937|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9o|COUNT
32506|798876-37219905|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9p|COUNT
32507|798876-36718540|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9q|COUNT
32508|798876-35305493|SPL_SPLICER|true|2|2|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9r|COUNT
32509|798876-36315381|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9s|COUNT
32510|798876-36919234|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9t|COUNT
32511|798876-36516865|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9u|COUNT
32512|798876-36617300|SPL_SPLICER|true|2|1|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9v|COUNT
32513|798876-35708705|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9w|COUNT
32514|798876-36313593|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9x|COUNT
32515|798876-36818833|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9y|COUNT
32516|798876-35809041|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=f9z|COUNT
32517|798876-36918908|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa0|COUNT
32518|798876-35607272|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa1|COUNT
32519|798876-36718414|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa2|COUNT
32520|798876-36703489|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa3|COUNT
32521|798876-36718288|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa4|COUNT
32522|798876-35607470|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa5|COUNT
32523|798876-36718418|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa6|COUNT
32524|798876-36718282|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa7|COUNT
32525|798876-36718132|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa8|COUNT
32526|798876-36718229|SPL_SPLICER|true|2|3|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=fa9|COUNT
32527|798876-35607284|SPL_SPLICER|true|2|4|http://dbmi-icode-01.dbmi.pitt.edu/l/index.php?id=faa|COUNT
