id|drug|RxNorm_Preferred_term|HOI|MedDRA_Preferred_Term
1310149-35708637|1310149|Warfarin|35708637|Behcet's syndrome
1310149-36211313|1310149|Warfarin|36211313|Skeletal injury
1310149-36211104|1310149|Warfarin|36211104|Patella fracture
1310149-35305549|1310149|Warfarin|35305549|Congenital hearing disorder
1310149-36416608|1310149|Warfarin|36416608|Hypovolaemia
1310149-36718058|1310149|Warfarin|36718058|Vertebrobasilar insufficiency
1310149-36313708|1310149|Warfarin|36313708|Carbohydrate antigen 125 increased
1310149-36718566|1310149|Warfarin|36718566|Sleep apnoea syndrome
1503297-35204982|1503297|Metformin|35204982|Ventricular flutter
1503297-35607082|1503297|Metformin|35607082|Blepharitis
1503297-35607305|1503297|Metformin|35607305|Miosis
1503297-35607488|1503297|Metformin|35607488|Hemianopia homonymous
1503297-36416538|1503297|Metformin|36416538|Starvation
1503297-35707572|1503297|Metformin|35707572|Proctalgia
1503297-36416712|1503297|Metformin|36416712|Hypovitaminosis
1503297-36718199|1503297|Metformin|36718199|Dyskinesia
1503297-35305898|1503297|Metformin|35305898|Micrognathia
1503297-36211311|1503297|Metformin|36211311|Road traffic accident
1503297-36211375|1503297|Metformin|36211375|Head injury
1503297-36718463|1503297|Metformin|36718463|Polyneuropathy
1503297-36718312|1503297|Metformin|36718312|Altered state of consciousness
1503297-36211285|1503297|Metformin|36211285|Arthropod bite
1503297-36312070|1503297|Metformin|36312070|Blood pressure decreased
1503297-36211694|1503297|Metformin|36211694|Seroma
1503297-36316209|1503297|Metformin|36316209|Blood alcohol increased
1503297-36110682|1503297|Metformin|36110682|Skin infection
1503297-37019409|1503297|Metformin|37019409|Urinary hesitation
1503297-36718301|1503297|Metformin|36718301|Confusional state
1503297-35205034|1503297|Metformin|35205034|Palpitations
1503297-35205240|1503297|Metformin|35205240|Cardiac failure
1503297-35306075|1503297|Metformin|35306075|Anencephaly
1503297-35506691|1503297|Metformin|35506691|Polydipsia
1503297-36211119|1503297|Metformin|36211119|Fractured sacrum
1503297-35708048|1503297|Metformin|35708048|Pyoderma gangrenosum
1503297-35506447|1503297|Metformin|35506447|Cushing's syndrome
1503297-35607009|1503297|Metformin|35607009|Periorbital haematoma
1503297-36211215|1503297|Metformin|36211215|Concussion
1503297-35104405|1503297|Metformin|35104405|Hodgkin's disease
1503297-35809076|1503297|Metformin|35809076|Fatigue
1503297-36111036|1503297|Metformin|36111036|Pneumonia viral
1503297-36516815|1503297|Metformin|36516815|Joint effusion
1503297-36919033|1503297|Metformin|36919033|Bipolar disorder
1503297-35607096|1503297|Metformin|35607096|Eyelid oedema
1503297-36211116|1503297|Metformin|36211116|Cervical vertebral fracture
1503297-36516937|1503297|Metformin|36516937|Deformity thorax
1503297-35306200|1503297|Metformin|35306200|Cryptorchism
1503297-35607485|1503297|Metformin|35607485|Visual impairment
1503297-35909445|1503297|Metformin|35909445|Cholelithiasis
1503297-37219863|1503297|Metformin|37219863|Pleural effusion
1503297-36818730|1503297|Metformin|36818730|Small for dates baby
1503297-36918961|1503297|Metformin|36918961|Depersonalisation
1503297-35809132|1503297|Metformin|35809132|General symptom
1503297-35506682|1503297|Metformin|35506682|Pituitary tumour benign
1503297-36110337|1503297|Metformin|36110337|Genital candidiasis
1503297-36009762|1503297|Metformin|36009762|Angioedema
1503297-35205185|1503297|Metformin|35205185|Chest pain
1503297-35707960|1503297|Metformin|35707960|Gastrointestinal infection
1503297-35406420|1503297|Metformin|35406420|Middle ear disorder
1503297-35607136|1503297|Metformin|35607136|Panophthalmitis
1503297-36110555|1503297|Metformin|36110555|Localised infection
1503297-36211281|1503297|Metformin|36211281|Accident at home
1503297-36315061|1503297|Metformin|36315061|Electroencephalogram abnormal
1503297-36110369|1503297|Metformin|36110369|Fungal infection
1503297-36211458|1503297|Metformin|36211458|Burns third degree
1503297-36416608|1503297|Metformin|36416608|Hypovolaemia
1503297-36718338|1503297|Metformin|36718338|Nervous system disorder
1503297-37119468|1503297|Metformin|37119468|Breast calcifications
1503297-35809068|1503297|Metformin|35809068|Stillbirth
1503297-36313745|1503297|Metformin|36313745|Tumour marker increased
1503297-36718190|1503297|Metformin|36718190|Chorea
1503297-36718414|1503297|Metformin|36718414|Aphonia
1503297-36009838|1503297|Metformin|36009838|Morphoea
1503297-35506610|1503297|Metformin|35506610|Diabetes mellitus inadequate control
1503297-35708548|1503297|Metformin|35708548|Pancreatic cyst
1503297-36110643|1503297|Metformin|36110643|Sepsis neonatal
1503297-36110040|1503297|Metformin|36110040|Gangrene
1503297-36416563|1503297|Metformin|36416563|Hypocalcaemia
1503297-36617247|1503297|Metformin|36617247|Haemangioma
1503297-36918984|1503297|Metformin|36918984|Hallucination
1503297-37622417|1503297|Metformin|37622417|Venous insufficiency
1503297-35104853|1503297|Metformin|35104853|Infectious mononucleosis
1503297-36516772|1503297|Metformin|36516772|Connective tissue disorder
1503297-36919199|1503297|Metformin|36919199|Dyspareunia
1503297-37622501|1503297|Metformin|37622501|Peripheral vascular disorder
1503297-35506514|1503297|Metformin|35506514|Diabetic coma
1503297-36313968|1503297|Metformin|36313968|Laboratory test abnormal
1503297-36416527|1503297|Metformin|36416527|Failure to thrive
1503297-36516824|1503297|Metformin|36516824|Osteoarthritis
1503297-35306237|1503297|Metformin|35306237|Choanal atresia
1503297-36110024|1503297|Metformin|36110024|Bronchitis bacterial
1503297-35104667|1503297|Metformin|35104667|Multiple myeloma
1503297-36110642|1503297|Metformin|36110642|Sepsis
1503297-35809370|1503297|Metformin|35809370|Drug withdrawal syndrome neonatal
1503297-36211336|1503297|Metformin|36211336|Peripheral nerve injury
1503297-35506764|1503297|Metformin|35506764|Autoimmune thyroiditis
1503297-35506587|1503297|Metformin|35506587|Menstruation irregular
1503297-36009957|1503297|Metformin|36009957|Hypogammaglobulinaemia
1503297-36110665|1503297|Metformin|36110665|Impetigo
1503297-36110149|1503297|Metformin|36110149|Klebsiella infection
1503297-36416637|1503297|Metformin|36416637|Hypertriglyceridaemia
1503297-36416556|1503297|Metformin|36416556|Rickets
1503297-36717998|1503297|Metformin|36717998|Cerebral haemorrhage
1503297-35204933|1503297|Metformin|35204933|Extrasystoles
1503297-35104281|1503297|Metformin|35104281|Haemolytic anaemia
1503297-35104856|1503297|Metformin|35104856|Leukocytosis
1503297-36617565|1503297|Metformin|36617565|Cervix carcinoma
1503297-37219898|1503297|Metformin|37219898|Tachypnoea
1503297-35104768|1503297|Metformin|35104768|Metastases to lymph nodes
1503297-36516958|1503297|Metformin|36516958|Neck pain
1503297-36516882|1503297|Metformin|36516882|Compartment syndrome
1503297-36617554|1503297|Metformin|36617554|Uterine polyp
1503297-36919117|1503297|Metformin|36919117|Mental disorder
1503297-35708657|1503297|Metformin|35708657|Peritoneal disorder
1503297-36211103|1503297|Metformin|36211103|Lower limb fracture
1503297-36617300|1503297|Metformin|36617300|Neoplasm malignant
1503297-36211131|1503297|Metformin|36211131|Hand fracture
1503297-37019328|1503297|Metformin|37019328|Renal hypertension
1503297-35406391|1503297|Metformin|35406391|Tinnitus
1503297-35606950|1503297|Metformin|35606950|Lacrimation increased
1503297-35104847|1503297|Metformin|35104847|Pulmonary eosinophilia
1503297-36516781|1503297|Metformin|36516781|Arthropathy
1503297-35205118|1503297|Metformin|35205118|Congenital great vessel anomaly
1503297-35707865|1503297|Metformin|35707865|Haematemesis
1503297-36110348|1503297|Metformin|36110348|Vulvovaginal candidiasis
1503297-36517149|1503297|Metformin|36517149|Tendon disorder
1503297-36818706|1503297|Metformin|36818706|Premature separation of placenta
1503297-36718442|1503297|Metformin|36718442|Autonomic neuropathy
1503297-37019273|1503297|Metformin|37019273|Urinary tract disorder
1503297-35708417|1503297|Metformin|35708417|Colon cancer
1503297-36516951|1503297|Metformin|36516951|Back pain
1503297-36919230|1503297|Metformin|36919230|Completed suicide
1503297-35104179|1503297|Metformin|35104179|Leukocytoclastic vasculitis
1503297-35406429|1503297|Metformin|35406429|Otitis media
1503297-35406375|1503297|Metformin|35406375|Hyperacusis
1503297-36211677|1503297|Metformin|36211677|Post procedural complication
1503297-35707691|1503297|Metformin|35707691|Tooth loss
1503297-35707700|1503297|Metformin|35707700|Diverticulitis
1503297-36211111|1503297|Metformin|36211111|Facial bones fracture
1503297-35708155|1503297|Metformin|35708155|Abdominal pain lower
1503297-36516858|1503297|Metformin|36516858|Restless legs syndrome
1503297-35506487|1503297|Metformin|35506487|Benign neoplasm of adrenal gland
1503297-36110736|1503297|Metformin|36110736|Urinary tract infection
1503297-35506577|1503297|Metformin|35506577|Amenorrhoea
1503297-35809174|1503297|Metformin|35809174|Hernia
1503297-36009799|1503297|Metformin|36009799|Autoimmune disorder
1503297-36416682|1503297|Metformin|36416682|Metabolic syndrome
1503297-35205168|1503297|Metformin|35205168|Coronary artery occlusion
1503297-35708054|1503297|Metformin|35708054|Gastritis haemorrhagic
1503297-35104076|1503297|Metformin|35104076|Anaemia megaloblastic
1503297-37019401|1503297|Metformin|37019401|Pollakiuria
1503297-37019433|1503297|Metformin|37019433|Ketonuria
1503297-35607097|1503297|Metformin|35607097|Hordeolum
1503297-35607312|1503297|Metformin|35607312|Pupils unequal
1503297-35708171|1503297|Metformin|35708171|Dysphagia
1503297-35809098|1503297|Metformin|35809098|Thirst
1503297-36718163|1503297|Metformin|36718163|Dementia
1503297-36311779|1503297|Metformin|36311779|Cardiac murmur
1503297-35607470|1503297|Metformin|35607470|Diplopia
1503297-35104374|1503297|Metformin|35104374|Hairy cell leukaemia
1503297-35606985|1503297|Metformin|35606985|Glaucoma
1503297-36009757|1503297|Metformin|36009757|Anaphylactic shock
1503297-37622449|1503297|Metformin|37622449|Hypotension
1503297-35607110|1503297|Metformin|35607110|Eye infection
1503297-35104101|1503297|Metformin|35104101|Aplastic anaemia
1503297-35809072|1503297|Metformin|35809072|Asthenia
1503297-36211689|1503297|Metformin|36211689|Procedural complication
1503297-36717962|1503297|Metformin|36717962|Encephalitis
1503297-35305980|1503297|Metformin|35305980|Hemivertebra
1503297-36617657|1503297|Metformin|36617657|Uterine cancer
1503297-36009857|1503297|Metformin|36009857|Sarcoidosis
1503297-35406308|1503297|Metformin|35406308|Ear disorder
1503297-35809117|1503297|Metformin|35809117|Deformity
1503297-36517122|1503297|Metformin|36517122|Bursitis
1503297-36211094|1503297|Metformin|36211094|Rotator cuff syndrome
1503297-35506449|1503297|Metformin|35506449|Hyperadrenalism
1503297-36211544|1503297|Metformin|36211544|Device failure
1503297-35205383|1503297|Metformin|35205383|Cardiac tamponade
1503297-36718563|1503297|Metformin|36718563|Hypersomnia
1503297-35205023|1503297|Metformin|35205023|Cyanosis
1503297-36416532|1503297|Metformin|36416532|Malnutrition
1503297-36718599|1503297|Metformin|36718599|Spinal cord disorder
1503297-37019346|1503297|Metformin|37019346|Renal artery arteriosclerosis
1503297-35305916|1503297|Metformin|35305916|Congenital bowing of long bones
1503297-36110716|1503297|Metformin|36110716|Cystitis
1503297-36818624|1503297|Metformin|36818624|Abortion
1503297-37119783|1503297|Metformin|37119783|Vulvovaginal pain
1503297-35708159|1503297|Metformin|35708159|Abdominal tenderness
1503297-36009828|1503297|Metformin|36009828|Polymyalgia rheumatica
1503297-36313476|1503297|Metformin|36313476|White blood cell count decreased
1503297-36516855|1503297|Metformin|36516855|Neuromyopathy
1503297-36718509|1503297|Metformin|36718509|Convulsion neonatal
1503297-36516971|1503297|Metformin|36516971|Muscle contracture
1503297-37019450|1503297|Metformin|37019450|Polyuria
1503297-35708458|1503297|Metformin|35708458|Gastrointestinal carcinoma
1503297-35708139|1503297|Metformin|35708139|Dyspepsia
1503297-36918858|1503297|Metformin|36918858|Anxiety
1503297-36110026|1503297|Metformin|36110026|Cellulitis
1503297-35707975|1503297|Metformin|35707975|Strongyloidiasis
1503297-36110386|1503297|Metformin|36110386|Onychomycosis
1503297-35306001|1503297|Metformin|35306001|Dysmorphism
1503297-35607358|1503297|Metformin|35607358|Macular degeneration
1503297-35707561|1503297|Metformin|35707561|Anorectal disorder
1503297-36009825|1503297|Metformin|36009825|Myasthenia gravis
1503297-35305949|1503297|Metformin|35305949|Polydactyly
1503297-35708174|1503297|Metformin|35708174|Faecal incontinence
1503297-35305493|1503297|Metformin|35305493|Congenital anomaly
1503297-35104067|1503297|Metformin|35104067|Anaemia vitamin B12 deficiency
1503297-35305403|1503297|Metformin|35305403|Umbilical artery hypoplasia
1503297-35506485|1503297|Metformin|35506485|Adrenal neoplasm
1503297-35506636|1503297|Metformin|35506636|Hypoglycaemia
1503297-35707920|1503297|Metformin|35707920|Gastroenteritis norovirus
1503297-37622529|1503297|Metformin|37622529|Hypertension
1503297-35104177|1503297|Metformin|35104177|Thrombotic microangiopathy
1503297-35406319|1503297|Metformin|35406319|Ear pain
1503297-37320197|1503297|Metformin|37320197|Pruritus
1503297-36718079|1503297|Metformin|36718079|Facial paresis
1503297-36919103|1503297|Metformin|36919103|Hyperventilation
1503297-36110719|1503297|Metformin|36110719|Kidney infection
1503297-36718583|1503297|Metformin|36718583|Hypertonic bladder
1503297-36617459|1503297|Metformin|36617459|Bladder cancer
1503297-37219820|1503297|Metformin|37219820|Pneumonia aspiration
1503297-37019262|1503297|Metformin|37019262|Cystitis interstitial
1503297-35708128|1503297|Metformin|35708128|Irritable bowel syndrome
1503297-35809320|1503297|Metformin|35809320|Adverse event
1503297-37420510|1503297|Metformin|37420510|Bedridden
1503297-36110922|1503297|Metformin|36110922|Human herpesvirus 6 infection
1503297-35104298|1503297|Metformin|35104298|Haemolytic uraemic syndrome
1503297-35707500|1503297|Metformin|35707500|Enterocele
1503297-37019340|1503297|Metformin|37019340|Renal hypertrophy
1503297-36617163|1503297|Metformin|36617163|Breast cancer female
1503297-36617314|1503297|Metformin|36617314|Acanthosis nigricans
1503297-35809136|1503297|Metformin|35809136|Ill-defined disorder
1503297-35707852|1503297|Metformin|35707852|Mallory-Weiss syndrome
1503297-36110154|1503297|Metformin|36110154|Pneumonia legionella
1503297-37420362|1503297|Metformin|37420362|Economic problem
1503297-37420551|1503297|Metformin|37420551|Wheelchair user
1503297-37019319|1503297|Metformin|37019319|Renal failure acute
1503297-37219810|1503297|Metformin|37219810|Wheezing
1503297-37320311|1503297|Metformin|37320311|Hair disorder
1503297-36718391|1503297|Metformin|36718391|Complex regional pain syndrome
1503297-37622391|1503297|Metformin|37622391|Peripheral artery aneurysm
1503297-36818648|1503297|Metformin|36818648|Foetal hypokinesia
1503297-35607006|1503297|Metformin|35607006|Eye haemorrhage
1503297-36718179|1503297|Metformin|36718179|Cognitive disorder
1503297-36717994|1503297|Metformin|36717994|Cerebral artery embolism
1503297-35205315|1503297|Metformin|35205315|Cardiomegaly
1503297-35708100|1503297|Metformin|35708100|Constipation
1503297-35104698|1503297|Metformin|35104698|Polycythaemia
1503297-35909577|1503297|Metformin|35909577|Hepatitis B
1503297-36516933|1503297|Metformin|36516933|Spondylolisthesis
1503297-36818634|1503297|Metformin|36818634|Abortion spontaneous
1503297-37019238|1503297|Metformin|37019238|Bladder disorder
1503297-36211128|1503297|Metformin|36211128|Sternal fracture
1503297-35506769|1503297|Metformin|35506769|Thyroiditis chronic
1503297-37320275|1503297|Metformin|37320275|Hypotrichosis
1503297-35305542|1503297|Metformin|35305542|Anotia
1503297-35909443|1503297|Metformin|35909443|Cholecystitis chronic
1503297-36211091|1503297|Metformin|36211091|Limb injury
1503297-35708597|1503297|Metformin|35708597|Oral herpes
1503297-35607270|1503297|Metformin|35607270|Extraocular muscle disorder
1503297-36211459|1503297|Metformin|36211459|Thermal burn
1503297-36315380|1503297|Metformin|36315380|Weight decreased
1503297-35909645|1503297|Metformin|35909645|Bile duct cancer
1503297-35707552|1503297|Metformin|35707552|Anal fissure
1503297-36315266|1503297|Metformin|36315266|Body mass index decreased
1503297-36009880|1503297|Metformin|36009880|Immune system disorder
1503297-35104692|1503297|Metformin|35104692|Thrombocytopenia neonatal
1503297-35205136|1503297|Metformin|35205136|Patent ductus arteriosus
1503297-36517134|1503297|Metformin|36517134|Costochondritis
1503297-35104094|1503297|Metformin|35104094|Sideroblastic anaemia
1503297-35708156|1503297|Metformin|35708156|Abdominal pain upper
1503297-35205257|1503297|Metformin|35205257|Left ventricular failure
1503297-35306065|1503297|Metformin|35306065|Spina bifida occulta
1310149-35809365|1310149|Warfarin|35809365|Alcohol withdrawal syndrome
1310149-36416501|1310149|Warfarin|36416501|Respiratory failure
1310149-35707547|1310149|Warfarin|35707547|Umbilical hernia
1310149-35104883|1310149|Warfarin|35104883|Neutropenia
1310149-35305663|1310149|Warfarin|35305663|Pyloric stenosis
1310149-36718098|1310149|Warfarin|36718098|Trigeminal neuralgia
1310149-36110541|1310149|Warfarin|36110541|Empyema
1503297-35104351|1503297|Metformin|35104351|Acute myeloid leukaemia
1503297-35104868|1503297|Metformin|35104868|Leukopenia
1503297-35607429|1503297|Metformin|35607429|Retinal exudates
1503297-36918861|1503297|Metformin|36918861|Stress
1503297-37622523|1503297|Metformin|37622523|Malignant hypertension
1503297-37219885|1503297|Metformin|37219885|Apnoea
1503297-35506689|1503297|Metformin|35506689|Diabetes insipidus
1503297-35909525|1503297|Metformin|35909525|Cirrhosis alcoholic
1503297-35506454|1503297|Metformin|35506454|Primary hyperaldosteronism
1503297-35506805|1503297|Metformin|35506805|Benign neoplasm of thyroid gland
1503297-36110413|1503297|Metformin|36110413|Histoplasmosis
1503297-35205001|1503297|Metformin|35205001|Heart disease congenital
1503297-35707864|1503297|Metformin|35707864|Gastrointestinal haemorrhage
1503297-36110532|1503297|Metformin|36110532|Vulvitis
1503297-36718589|1503297|Metformin|36718589|Neurogenic bladder
1503297-35607278|1503297|Metformin|35607278|IIIrd nerve paralysis
1503297-36009737|1503297|Metformin|36009737|Drug eruption
1503297-35306134|1503297|Metformin|35306134|Bartter's syndrome
1503297-35909679|1503297|Metformin|35909679|Malignant neoplasm of ampulla of Vater
1503297-35204904|1503297|Metformin|35204904|Atrioventricular block first degree
1503297-36516848|1503297|Metformin|36516848|Muscle spasms
1503297-36718476|1503297|Metformin|36718476|Peripheral nerve lesion
1503297-36919034|1503297|Metformin|36919034|Cyclothymic disorder
1503297-36919098|1503297|Metformin|36919098|Abnormal behaviour
1503297-36919202|1503297|Metformin|36919202|Sexual dysfunction
1503297-36718039|1503297|Metformin|36718039|Cerebral arteriosclerosis
1503297-35809369|1503297|Metformin|35809369|Drug withdrawal syndrome
1503297-35708169|1503297|Metformin|35708169|Bruxism
1503297-36718211|1503297|Metformin|36718211|Movement disorder
1503297-35506530|1503297|Metformin|35506530|Diabetic retinopathy
1503297-37219890|1503297|Metformin|37219890|Hypoventilation
1503297-35205374|1503297|Metformin|35205374|Pericarditis
1503297-35607265|1503297|Metformin|35607265|Eyelid ptosis
1503297-35305618|1503297|Metformin|35305618|Colour blindness
1503297-35305920|1503297|Metformin|35305920|Congenital foot malformation
1503297-35708338|1503297|Metformin|35708338|Splenic artery aneurysm
1503297-36110540|1503297|Metformin|36110540|Device related infection
1503297-36416681|1503297|Metformin|36416681|Metabolic encephalopathy
1503297-37522316|1503297|Metformin|37522316|Coronary angioplasty
1503297-36718498|1503297|Metformin|36718498|Neuritis
1503297-36211261|1503297|Metformin|36211261|Muscle injury
1503297-36211462|1503297|Metformin|36211462|Drug dose omission
1503297-35205180|1503297|Metformin|35205180|Acute myocardial infarction
1503297-35205305|1503297|Metformin|35205305|Atrial septal defect
1503297-37622497|1503297|Metformin|37622497|Vein disorder
1503297-36718111|1503297|Metformin|36718111|Multiple sclerosis
1503297-35506469|1503297|Metformin|35506469|Adrenal disorder
1503297-36818771|1503297|Metformin|36818771|Umbilical cord abnormality
1503297-36416501|1503297|Metformin|36416501|Respiratory failure
1503297-36617185|1503297|Metformin|36617185|Breast neoplasm
1503297-36818710|1503297|Metformin|36818710|Cervical incompetence
1503297-36919045|1503297|Metformin|36919045|Emotional disorder
1503297-35708603|1503297|Metformin|35708603|Pharyngitis
1503297-35809054|1503297|Metformin|35809054|Pyrexia
1503297-35104715|1503297|Metformin|35104715|Red blood cell abnormality
1503297-36211499|1503297|Metformin|36211499|Anaesthetic complication
1503297-36211073|1503297|Metformin|36211073|Multiple fractures
1503297-35708083|1503297|Metformin|35708083|Oesophagitis
1503297-35708362|1503297|Metformin|35708362|Varices oesophageal
1503297-35708272|1503297|Metformin|35708272|Duodenal ulcer perforation
1503297-37219907|1503297|Metformin|37219907|Cough
1503297-36617609|1503297|Metformin|36617609|Uterine neoplasm
1503297-35506639|1503297|Metformin|35506639|Hypoglycaemic coma
1503297-35909475|1503297|Metformin|35909475|Jaundice hepatocellular
1503297-36818726|1503297|Metformin|36818726|Large for dates baby
1503297-36718433|1503297|Metformin|36718433|Speech disorder
1503297-35707543|1503297|Metformin|35707543|Inguinal hernia
1503297-35607142|1503297|Metformin|35607142|Optic neuritis
1503297-35707755|1503297|Metformin|35707755|Colon injury
1503297-37320122|1503297|Metformin|37320122|Skin disorder
1503297-36211394|1503297|Metformin|36211394|Subcutaneous haematoma
1503297-36211426|1503297|Metformin|36211426|Heat exhaustion
1503297-36110229|1503297|Metformin|36110229|Staphylococcal infection
1503297-36009764|1503297|Metformin|36009764|Laryngeal oedema
1503297-35708737|1503297|Metformin|35708737|Tongue disorder
1503297-36718001|1503297|Metformin|36718001|Cerebral infarction
1503297-37019320|1503297|Metformin|37019320|Renal failure chronic
1503297-37219921|1503297|Metformin|37219921|Pulmonary haemorrhage
1503297-36110584|1503297|Metformin|36110584|Bronchitis
1503297-36516746|1503297|Metformin|36516746|Osteitis
1503297-35506786|1503297|Metformin|35506786|Basedow's disease
1503297-35909501|1503297|Metformin|35909501|Liver disorder
1503297-37019423|1503297|Metformin|37019423|Glycosuria
1503297-37622394|1503297|Metformin|37622394|Aortic arteriosclerosis
1503297-36110918|1503297|Metformin|36110918|Herpes zoster
1503297-35606965|1503297|Metformin|35606965|Eye swelling
1503297-36110475|1503297|Metformin|36110475|Mastitis
1503297-36416624|1503297|Metformin|36416624|Iron metabolism disorder
1503297-36718235|1503297|Metformin|36718235|Paralysis
1503297-36617607|1503297|Metformin|36617607|Ovarian neoplasm
1503297-37119548|1503297|Metformin|37119548|Menorrhagia
1503297-37320232|1503297|Metformin|37320232|Skin hyperpigmentation
1503297-37622465|1503297|Metformin|37622465|Deep vein thrombosis
1503297-37219940|1503297|Metformin|37219940|Dependence on respirator
1503297-36818788|1503297|Metformin|36818788|Placental disorder
1503297-37220025|1503297|Metformin|37220025|Nasal septum deviation
1503297-36110099|1503297|Metformin|36110099|Clostridial infection
1503297-35205067|1503297|Metformin|35205067|Aortic valve stenosis
1503297-35205230|1503297|Metformin|35205230|Ascites
1503297-36416670|1503297|Metformin|36416670|Enzyme abnormality
1503297-36718279|1503297|Metformin|36718279|Reflexes abnormal
1503297-36718288|1503297|Metformin|36718288|Coma
1503297-36718003|1503297|Metformin|36718003|Cerebral ischaemia
1503297-35506596|1503297|Metformin|35506596|Polycystic ovaries
1503297-35708070|1503297|Metformin|35708070|Gastrointestinal inflammation
1503297-35406387|1503297|Metformin|35406387|Labyrinthitis
1503297-35607431|1503297|Metformin|35607431|Retinopathy hypertensive
1503297-35708108|1503297|Metformin|35708108|Impaired gastric emptying
1503297-35909435|1503297|Metformin|35909435|Biliary tract disorder
1503297-36110777|1503297|Metformin|36110777|Pulmonary tuberculosis
1503297-36718168|1503297|Metformin|36718168|Vascular dementia
1503297-37019462|1503297|Metformin|37019462|Calculus urinary
1503297-35305952|1503297|Metformin|35305952|Syndactyly
1503297-35506790|1503297|Metformin|35506790|Hyperthyroidism
1503297-36617702|1503297|Metformin|36617702|Prostate cancer
1503297-36918864|1503297|Metformin|36918864|Agoraphobia
1503297-35607450|1503297|Metformin|35607450|Visual acuity reduced
1503297-35708158|1503297|Metformin|35708158|Abdominal rigidity
1503297-36516833|1503297|Metformin|36516833|Myositis
1503297-37622379|1503297|Metformin|37622379|Aneurysm
1503297-35306064|1503297|Metformin|35306064|Spina bifida
1503297-36009735|1503297|Metformin|36009735|Dermatitis contact
1503297-36818682|1503297|Metformin|36818682|Premature labour
1503297-37320178|1503297|Metformin|37320178|Lichenification
1503297-36316304|1503297|Metformin|36316304|Toxicologic test abnormal
1503297-35708319|1503297|Metformin|35708319|Oesophageal ulcer haemorrhage
1503297-37119504|1503297|Metformin|37119504|Cervix disorder
1503297-37219801|1503297|Metformin|37219801|Bronchitis chronic
1503297-35306023|1503297|Metformin|35306023|Osteopetrosis
1503297-35708519|1503297|Metformin|35708519|Oesophageal carcinoma
1503297-37019284|1503297|Metformin|37019284|Glomerulonephritis membranoproliferative
1503297-37119607|1503297|Metformin|37119607|Benign prostatic hyperplasia
1503297-36517151|1503297|Metformin|36517151|Tenosynovitis
1503297-36718171|1503297|Metformin|36718171|Amnesia
1503297-35707866|1503297|Metformin|35707866|Haematochezia
1503297-35909520|1503297|Metformin|35909520|Hepatorenal syndrome
1503297-36211280|1503297|Metformin|36211280|Accident
1503297-35205189|1503297|Metformin|35205189|Myocardial infarction
1503297-35306119|1503297|Metformin|35306119|Prader-Willi syndrome
1503297-35506459|1503297|Metformin|35506459|Adrenal insufficiency
1503297-37521103|1503297|Metformin|37521103|Ileostomy
1503297-35708369|1503297|Metformin|35708369|Malabsorption
1503297-36110419|1503297|Metformin|36110419|Pneumocystis jiroveci pneumonia
1503297-36110698|1503297|Metformin|36110698|Peritonsillar abscess
1503297-35606824|1503297|Metformin|35606824|Cataract
1503297-35306282|1503297|Metformin|35306282|Ichthyosis
1503297-37320323|1503297|Metformin|37320323|Seborrhoea
1503297-36110723|1503297|Metformin|36110723|Pyelonephritis acute
1503297-36315486|1503297|Metformin|36315486|C-reactive protein increased
1503297-36516828|1503297|Metformin|36516828|Psoriatic arthropathy
1503297-37220041|1503297|Metformin|37220041|Pharyngeal disorder
1503297-35306183|1503297|Metformin|35306183|Congenital ovarian anomaly
1503297-36110782|1503297|Metformin|36110782|Tuberculosis
1503297-36818757|1503297|Metformin|36818757|Respiratory disorder neonatal
1503297-37019274|1503297|Metformin|37019274|Urinary tract obstruction
1503297-36416516|1503297|Metformin|36416516|Eating disorder
1503297-36919053|1503297|Metformin|36919053|Affective disorder
1503297-36110966|1503297|Metformin|36110966|Erythema infectiosum
1503297-37019308|1503297|Metformin|37019308|Renal disorder
1503297-37219945|1503297|Metformin|37219945|Respiratory disorder
1503297-36919194|1503297|Metformin|36919194|Libido decreased
1503297-36818647|1503297|Metformin|36818647|Foetal distress syndrome
1503297-36818798|1503297|Metformin|36818798|Lactation disorder
1503297-36211474|1503297|Metformin|36211474|Wrong drug administered
1503297-35204950|1503297|Metformin|35204950|Tachycardia paroxysmal
1503297-35204985|1503297|Metformin|35204985|Ventricular tachycardia
1503297-37622402|1503297|Metformin|37622402|Arterial stenosis
1503297-35104100|1503297|Metformin|35104100|Aplasia pure red cell
1503297-35204976|1503297|Metformin|35204976|Sudden death
1503297-36211109|1503297|Metformin|36211109|Pelvic fracture
1503297-35506541|1503297|Metformin|35506541|Renal papillary necrosis
1503297-36211529|1503297|Metformin|36211529|Phlebitis
1503297-36517076|1503297|Metformin|36517076|Metastases to bone
1503297-36718353|1503297|Metformin|36718353|Crying
1503297-36918918|1503297|Metformin|36918918|Attention deficit/hyperactivity disorder
1503297-36516895|1503297|Metformin|36516895|Foot deformity
1503297-35708153|1503297|Metformin|35708153|Flatulence
1503297-36110371|1503297|Metformin|36110371|Fungal skin infection
1503297-36009779|1503297|Metformin|36009779|Idiopathic urticaria
1503297-36009843|1503297|Metformin|36009843|Dermatomyositis
1503297-35809079|1503297|Metformin|35809079|Malaise
1503297-37019334|1503297|Metformin|37019334|Kidney small
1503297-36009703|1503297|Metformin|36009703|Bronchospasm
