"PreferredSubstance","RxNORM","NUI","NDFRT_LABEL","DRUGBANK_CA","DRUGBANK_BIO2RDF"
"SUCROSE","http://purl.bioontology.org/ontology/RXNORM/10159","http://purl.bioontology.org/ontology/NDFRT/N0000006170","Sucrose [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB02772","http://bio2rdf.org/drugbank:DB02772"
"SULFACETAMIDE","http://purl.bioontology.org/ontology/RXNORM/10169","http://purl.bioontology.org/ontology/NDFRT/N0000146877","SULFACETAMIDE","http://www.drugbank.ca/drugs/DB00634","http://bio2rdf.org/drugbank:DB00634"
"SULFACETAMIDE","http://purl.bioontology.org/ontology/RXNORM/10169","http://purl.bioontology.org/ontology/NDFRT/N0000146877","SULFACETAMIDE","http://www.drugbank.ca/drugs/DB00634","http://bio2rdf.org/drugbank:DB00634"
"SULFACETAMIDE","http://purl.bioontology.org/ontology/RXNORM/10169","http://purl.bioontology.org/ontology/NDFRT/N0000146877","SULFACETAMIDE","http://www.drugbank.ca/drugs/DB00634","http://bio2rdf.org/drugbank:DB00634"
"SULFACETAMIDE","http://purl.bioontology.org/ontology/RXNORM/10169","http://purl.bioontology.org/ontology/NDFRT/N0000006849","Sulfacetamide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00634","http://bio2rdf.org/drugbank:DB00634"
"SULFACETAMIDE","http://purl.bioontology.org/ontology/RXNORM/10169","http://purl.bioontology.org/ontology/NDFRT/N0000006849","Sulfacetamide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00634","http://bio2rdf.org/drugbank:DB00634"
"SULFACETAMIDE","http://purl.bioontology.org/ontology/RXNORM/10169","http://purl.bioontology.org/ontology/NDFRT/N0000006849","Sulfacetamide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00634","http://bio2rdf.org/drugbank:DB00634"
"SULFADIAZINE","http://purl.bioontology.org/ontology/RXNORM/10171","http://purl.bioontology.org/ontology/NDFRT/N0000145882","SULFADIAZINE","http://www.drugbank.ca/drugs/DB00359","http://bio2rdf.org/drugbank:DB00359"
"SULFADIAZINE","http://purl.bioontology.org/ontology/RXNORM/10171","http://purl.bioontology.org/ontology/NDFRT/N0000145882","SULFADIAZINE","http://www.drugbank.ca/drugs/DB00359","http://bio2rdf.org/drugbank:DB00359"
"SULFADIAZINE","http://purl.bioontology.org/ontology/RXNORM/10171","http://purl.bioontology.org/ontology/NDFRT/N0000145882","SULFADIAZINE","http://www.drugbank.ca/drugs/DB00359","http://bio2rdf.org/drugbank:DB00359"
"SULFADIAZINE","http://purl.bioontology.org/ontology/RXNORM/10171","http://purl.bioontology.org/ontology/NDFRT/N0000006868","Sulfadiazine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00359","http://bio2rdf.org/drugbank:DB00359"
"SULFADIAZINE","http://purl.bioontology.org/ontology/RXNORM/10171","http://purl.bioontology.org/ontology/NDFRT/N0000006868","Sulfadiazine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00359","http://bio2rdf.org/drugbank:DB00359"
"SULFADIAZINE","http://purl.bioontology.org/ontology/RXNORM/10171","http://purl.bioontology.org/ontology/NDFRT/N0000006868","Sulfadiazine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00359","http://bio2rdf.org/drugbank:DB00359"
"SULFAMETHOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10180","http://purl.bioontology.org/ontology/NDFRT/N0000146102","SULFAMETHOXAZOLE","http://www.drugbank.ca/drugs/DB01015","http://bio2rdf.org/drugbank:DB01015"
"SULFAMETHOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10180","http://purl.bioontology.org/ontology/NDFRT/N0000146102","SULFAMETHOXAZOLE","http://www.drugbank.ca/drugs/DB01015","http://bio2rdf.org/drugbank:DB01015"
"SULFAMETHOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10180","http://purl.bioontology.org/ontology/NDFRT/N0000146102","SULFAMETHOXAZOLE","http://www.drugbank.ca/drugs/DB01015","http://bio2rdf.org/drugbank:DB01015"
"SULFAMETHOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10180","http://purl.bioontology.org/ontology/NDFRT/N0000006904","Sulfamethoxazole [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01015","http://bio2rdf.org/drugbank:DB01015"
"SULFAMETHOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10180","http://purl.bioontology.org/ontology/NDFRT/N0000006904","Sulfamethoxazole [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01015","http://bio2rdf.org/drugbank:DB01015"
"SULFAMETHOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10180","http://purl.bioontology.org/ontology/NDFRT/N0000006904","Sulfamethoxazole [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01015","http://bio2rdf.org/drugbank:DB01015"
"SULFANILAMIDE","http://purl.bioontology.org/ontology/RXNORM/10184","http://purl.bioontology.org/ontology/NDFRT/N0000146928","SULFANILAMIDE","http://www.drugbank.ca/drugs/DB00259","http://bio2rdf.org/drugbank:DB00259"
"SULFANILAMIDE","http://purl.bioontology.org/ontology/RXNORM/10184","http://purl.bioontology.org/ontology/NDFRT/N0000006675","sulfanilamide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00259","http://bio2rdf.org/drugbank:DB00259"
"SIROLIMUS","http://purl.bioontology.org/ontology/RXNORM/35302","http://purl.bioontology.org/ontology/NDFRT/N0000148624","SIROLIMUS","http://www.drugbank.ca/drugs/DB00877","http://bio2rdf.org/drugbank:DB00877"
"SIROLIMUS","http://purl.bioontology.org/ontology/RXNORM/35302","http://purl.bioontology.org/ontology/NDFRT/N0000006605","Sirolimus [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00877","http://bio2rdf.org/drugbank:DB00877"
"SEVOFLURANE","http://purl.bioontology.org/ontology/RXNORM/36453","http://purl.bioontology.org/ontology/NDFRT/N0000148409","SEVOFLURANE","http://www.drugbank.ca/drugs/DB01236","http://bio2rdf.org/drugbank:DB01236"
"SEVOFLURANE","http://purl.bioontology.org/ontology/RXNORM/36453","http://purl.bioontology.org/ontology/NDFRT/N0000006205","sevoflurane [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01236","http://bio2rdf.org/drugbank:DB01236"
"SIBUTRAMINE","http://purl.bioontology.org/ontology/RXNORM/36514","http://purl.bioontology.org/ontology/NDFRT/N0000022111","SIBUTRAMINE","http://www.drugbank.ca/drugs/DB01105","http://bio2rdf.org/drugbank:DB01105"
"SIBUTRAMINE","http://purl.bioontology.org/ontology/RXNORM/36514","http://purl.bioontology.org/ontology/NDFRT/N0000005769","sibutramine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01105","http://bio2rdf.org/drugbank:DB01105"
"SIMVASTATIN","http://purl.bioontology.org/ontology/RXNORM/36567","http://purl.bioontology.org/ontology/NDFRT/N0000148200","SIMVASTATIN","http://www.drugbank.ca/drugs/DB00641","http://bio2rdf.org/drugbank:DB00641"
"SIMVASTATIN","http://purl.bioontology.org/ontology/RXNORM/36567","http://purl.bioontology.org/ontology/NDFRT/N0000005842","Simvastatin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00641","http://bio2rdf.org/drugbank:DB00641"
"SUFENTANIL","http://purl.bioontology.org/ontology/RXNORM/56795","http://purl.bioontology.org/ontology/NDFRT/N0000148021","SUFENTANIL","http://www.drugbank.ca/drugs/DB00708","http://bio2rdf.org/drugbank:DB00708"
"SUFENTANIL","http://purl.bioontology.org/ontology/RXNORM/56795","http://purl.bioontology.org/ontology/NDFRT/N0000148021","SUFENTANIL","http://www.drugbank.ca/drugs/DB00708","http://bio2rdf.org/drugbank:DB00708"
"SUFENTANIL","http://purl.bioontology.org/ontology/RXNORM/56795","http://purl.bioontology.org/ontology/NDFRT/N0000148021","SUFENTANIL","http://www.drugbank.ca/drugs/DB00708","http://bio2rdf.org/drugbank:DB00708"
"SUFENTANIL","http://purl.bioontology.org/ontology/RXNORM/56795","http://purl.bioontology.org/ontology/NDFRT/N0000007169","Sufentanil [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00708","http://bio2rdf.org/drugbank:DB00708"
"SUFENTANIL","http://purl.bioontology.org/ontology/RXNORM/56795","http://purl.bioontology.org/ontology/NDFRT/N0000007169","Sufentanil [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00708","http://bio2rdf.org/drugbank:DB00708"
"SUFENTANIL","http://purl.bioontology.org/ontology/RXNORM/56795","http://purl.bioontology.org/ontology/NDFRT/N0000007169","Sufentanil [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00708","http://bio2rdf.org/drugbank:DB00708"
"STAVUDINE","http://purl.bioontology.org/ontology/RXNORM/59763","http://purl.bioontology.org/ontology/NDFRT/N0000148369","STAVUDINE (d4T)","http://www.drugbank.ca/drugs/DB00649","http://bio2rdf.org/drugbank:DB00649"
"STAVUDINE","http://purl.bioontology.org/ontology/RXNORM/59763","http://purl.bioontology.org/ontology/NDFRT/N0000148369","STAVUDINE (d4T)","http://www.drugbank.ca/drugs/DB00649","http://bio2rdf.org/drugbank:DB00649"
"STAVUDINE","http://purl.bioontology.org/ontology/RXNORM/59763","http://purl.bioontology.org/ontology/NDFRT/N0000007129","Stavudine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00649","http://bio2rdf.org/drugbank:DB00649"
"STAVUDINE","http://purl.bioontology.org/ontology/RXNORM/59763","http://purl.bioontology.org/ontology/NDFRT/N0000007129","Stavudine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00649","http://bio2rdf.org/drugbank:DB00649"
"SOMATROPIN","http://purl.bioontology.org/ontology/RXNORM/61148","http://purl.bioontology.org/ontology/NDFRT/N0000006646","Human Growth Hormone [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00052","http://bio2rdf.org/drugbank:DB00052"
"SOMATROPIN","http://purl.bioontology.org/ontology/RXNORM/61148","http://purl.bioontology.org/ontology/NDFRT/N0000148258","SOMATROPIN","http://www.drugbank.ca/drugs/DB00052","http://bio2rdf.org/drugbank:DB00052"
"SILDENAFIL","http://purl.bioontology.org/ontology/RXNORM/136411","http://purl.bioontology.org/ontology/NDFRT/N0000022115","SILDENAFIL","http://www.drugbank.ca/drugs/DB00203","http://bio2rdf.org/drugbank:DB00203"
"SILDENAFIL","http://purl.bioontology.org/ontology/RXNORM/136411","http://purl.bioontology.org/ontology/NDFRT/N0000007479","sildenafil [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00203","http://bio2rdf.org/drugbank:DB00203"
"SEVELAMER","http://purl.bioontology.org/ontology/RXNORM/214824","http://purl.bioontology.org/ontology/NDFRT/N0000022136","SEVELAMER","http://www.drugbank.ca/drugs/DB00658","http://bio2rdf.org/drugbank:DB00658"
"SEVELAMER","http://purl.bioontology.org/ontology/RXNORM/214824","http://purl.bioontology.org/ontology/NDFRT/N0000007344","sevelamer [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00658","http://bio2rdf.org/drugbank:DB00658"
"SOLIFENACIN","http://purl.bioontology.org/ontology/RXNORM/322167","http://purl.bioontology.org/ontology/NDFRT/N0000022393","SOLIFENACIN","http://www.drugbank.ca/drugs/DB01591","http://bio2rdf.org/drugbank:DB01591"
"SORAFENIB","http://purl.bioontology.org/ontology/RXNORM/495881","http://purl.bioontology.org/ontology/NDFRT/N0000171742","SORAFENIB","http://www.drugbank.ca/drugs/DB00398","http://bio2rdf.org/drugbank:DB00398"
"SORAFENIB","http://purl.bioontology.org/ontology/RXNORM/495881","http://purl.bioontology.org/ontology/NDFRT/N0000175349","sorafenib [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00398","http://bio2rdf.org/drugbank:DB00398"
"SITAGLIPTIN","http://purl.bioontology.org/ontology/RXNORM/593411","http://purl.bioontology.org/ontology/NDFRT/N0000176069","SITAGLIPTIN","http://www.drugbank.ca/drugs/DB01261","http://bio2rdf.org/drugbank:DB01261"
"SITAGLIPTIN","http://purl.bioontology.org/ontology/RXNORM/593411","http://purl.bioontology.org/ontology/NDFRT/N0000179787","sitagliptin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01261","http://bio2rdf.org/drugbank:DB01261"
"SULFASALAZINE","http://purl.bioontology.org/ontology/RXNORM/9524","http://purl.bioontology.org/ontology/NDFRT/N0000146249","SULFASALAZINE","http://www.drugbank.ca/drugs/DB00795","http://bio2rdf.org/drugbank:DB00795"
"SULFASALAZINE","http://purl.bioontology.org/ontology/RXNORM/9524","http://purl.bioontology.org/ontology/NDFRT/N0000146249","SULFASALAZINE","http://www.drugbank.ca/drugs/DB00795","http://bio2rdf.org/drugbank:DB00795"
"SULFASALAZINE","http://purl.bioontology.org/ontology/RXNORM/9524","http://purl.bioontology.org/ontology/NDFRT/N0000146249","SULFASALAZINE","http://www.drugbank.ca/drugs/DB00795","http://bio2rdf.org/drugbank:DB00795"
"SULFASALAZINE","http://purl.bioontology.org/ontology/RXNORM/9524","http://purl.bioontology.org/ontology/NDFRT/N0000006054","Sulfasalazine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00795","http://bio2rdf.org/drugbank:DB00795"
"SULFASALAZINE","http://purl.bioontology.org/ontology/RXNORM/9524","http://purl.bioontology.org/ontology/NDFRT/N0000006054","Sulfasalazine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00795","http://bio2rdf.org/drugbank:DB00795"
"SULFASALAZINE","http://purl.bioontology.org/ontology/RXNORM/9524","http://purl.bioontology.org/ontology/NDFRT/N0000006054","Sulfasalazine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00795","http://bio2rdf.org/drugbank:DB00795"
"SULFANILAMIDE","http://purl.bioontology.org/ontology/RXNORM/10184","http://purl.bioontology.org/ontology/NDFRT/N0000146928","SULFANILAMIDE","http://www.drugbank.ca/drugs/DB00259","http://bio2rdf.org/drugbank:DB00259"
"SULFANILAMIDE","http://purl.bioontology.org/ontology/RXNORM/10184","http://purl.bioontology.org/ontology/NDFRT/N0000146928","SULFANILAMIDE","http://www.drugbank.ca/drugs/DB00259","http://bio2rdf.org/drugbank:DB00259"
"SULFANILAMIDE","http://purl.bioontology.org/ontology/RXNORM/10184","http://purl.bioontology.org/ontology/NDFRT/N0000006675","sulfanilamide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00259","http://bio2rdf.org/drugbank:DB00259"
"SULFANILAMIDE","http://purl.bioontology.org/ontology/RXNORM/10184","http://purl.bioontology.org/ontology/NDFRT/N0000006675","sulfanilamide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00259","http://bio2rdf.org/drugbank:DB00259"
"SULFISOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10207","http://purl.bioontology.org/ontology/NDFRT/N0000146129","SULFISOXAZOLE","http://www.drugbank.ca/drugs/DB00263","http://bio2rdf.org/drugbank:DB00263"
"SULFISOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10207","http://purl.bioontology.org/ontology/NDFRT/N0000146129","SULFISOXAZOLE","http://www.drugbank.ca/drugs/DB00263","http://bio2rdf.org/drugbank:DB00263"
"SULFISOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10207","http://purl.bioontology.org/ontology/NDFRT/N0000146129","SULFISOXAZOLE","http://www.drugbank.ca/drugs/DB00263","http://bio2rdf.org/drugbank:DB00263"
"SULFISOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10207","http://purl.bioontology.org/ontology/NDFRT/N0000006967","Sulfisoxazole [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00263","http://bio2rdf.org/drugbank:DB00263"
"SULFISOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10207","http://purl.bioontology.org/ontology/NDFRT/N0000006967","Sulfisoxazole [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00263","http://bio2rdf.org/drugbank:DB00263"
"SULFISOXAZOLE","http://purl.bioontology.org/ontology/RXNORM/10207","http://purl.bioontology.org/ontology/NDFRT/N0000006967","Sulfisoxazole [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00263","http://bio2rdf.org/drugbank:DB00263"
"SULINDAC","http://purl.bioontology.org/ontology/RXNORM/10237","http://purl.bioontology.org/ontology/NDFRT/N0000146307","SULINDAC","http://www.drugbank.ca/drugs/DB00605","http://bio2rdf.org/drugbank:DB00605"
"SULINDAC","http://purl.bioontology.org/ontology/RXNORM/10237","http://purl.bioontology.org/ontology/NDFRT/N0000146307","SULINDAC","http://www.drugbank.ca/drugs/DB00605","http://bio2rdf.org/drugbank:DB00605"
"SULINDAC","http://purl.bioontology.org/ontology/RXNORM/10237","http://purl.bioontology.org/ontology/NDFRT/N0000146307","SULINDAC","http://www.drugbank.ca/drugs/DB00605","http://bio2rdf.org/drugbank:DB00605"
"SULINDAC","http://purl.bioontology.org/ontology/RXNORM/10237","http://purl.bioontology.org/ontology/NDFRT/N0000007042","Sulindac [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00605","http://bio2rdf.org/drugbank:DB00605"
"SULINDAC","http://purl.bioontology.org/ontology/RXNORM/10237","http://purl.bioontology.org/ontology/NDFRT/N0000007042","Sulindac [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00605","http://bio2rdf.org/drugbank:DB00605"
"SULINDAC","http://purl.bioontology.org/ontology/RXNORM/10237","http://purl.bioontology.org/ontology/NDFRT/N0000007042","Sulindac [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00605","http://bio2rdf.org/drugbank:DB00605"
"SUPROFEN","http://purl.bioontology.org/ontology/RXNORM/10255","http://purl.bioontology.org/ontology/NDFRT/N0000146803","SUPROFEN","http://www.drugbank.ca/drugs/DB00870","http://bio2rdf.org/drugbank:DB00870"
"SUPROFEN","http://purl.bioontology.org/ontology/RXNORM/10255","http://purl.bioontology.org/ontology/NDFRT/N0000146803","SUPROFEN","http://www.drugbank.ca/drugs/DB00870","http://bio2rdf.org/drugbank:DB00870"
"SUPROFEN","http://purl.bioontology.org/ontology/RXNORM/10255","http://purl.bioontology.org/ontology/NDFRT/N0000146803","SUPROFEN","http://www.drugbank.ca/drugs/DB00870","http://bio2rdf.org/drugbank:DB00870"
"SUPROFEN","http://purl.bioontology.org/ontology/RXNORM/10255","http://purl.bioontology.org/ontology/NDFRT/N0000007110","Suprofen [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00870","http://bio2rdf.org/drugbank:DB00870"
"SUPROFEN","http://purl.bioontology.org/ontology/RXNORM/10255","http://purl.bioontology.org/ontology/NDFRT/N0000007110","Suprofen [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00870","http://bio2rdf.org/drugbank:DB00870"
"SUPROFEN","http://purl.bioontology.org/ontology/RXNORM/10255","http://purl.bioontology.org/ontology/NDFRT/N0000007110","Suprofen [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00870","http://bio2rdf.org/drugbank:DB00870"
"TACRINE","http://purl.bioontology.org/ontology/RXNORM/10318","http://purl.bioontology.org/ontology/NDFRT/N0000021901","TACRINE","http://www.drugbank.ca/drugs/DB00382","http://bio2rdf.org/drugbank:DB00382"
"TACRINE","http://purl.bioontology.org/ontology/RXNORM/10318","http://purl.bioontology.org/ontology/NDFRT/N0000021901","TACRINE","http://www.drugbank.ca/drugs/DB00382","http://bio2rdf.org/drugbank:DB00382"
"TACRINE","http://purl.bioontology.org/ontology/RXNORM/10318","http://purl.bioontology.org/ontology/NDFRT/N0000021901","TACRINE","http://www.drugbank.ca/drugs/DB00382","http://bio2rdf.org/drugbank:DB00382"
"TACRINE","http://purl.bioontology.org/ontology/RXNORM/10318","http://purl.bioontology.org/ontology/NDFRT/N0000007004","Tacrine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00382","http://bio2rdf.org/drugbank:DB00382"
"TACRINE","http://purl.bioontology.org/ontology/RXNORM/10318","http://purl.bioontology.org/ontology/NDFRT/N0000007004","Tacrine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00382","http://bio2rdf.org/drugbank:DB00382"
"TACRINE","http://purl.bioontology.org/ontology/RXNORM/10318","http://purl.bioontology.org/ontology/NDFRT/N0000007004","Tacrine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00382","http://bio2rdf.org/drugbank:DB00382"
"TAMOXIFEN","http://purl.bioontology.org/ontology/RXNORM/10324","http://purl.bioontology.org/ontology/NDFRT/N0000148024","TAMOXIFEN","http://www.drugbank.ca/drugs/DB00675","http://bio2rdf.org/drugbank:DB00675"
"TAMOXIFEN","http://purl.bioontology.org/ontology/RXNORM/10324","http://purl.bioontology.org/ontology/NDFRT/N0000148024","TAMOXIFEN","http://www.drugbank.ca/drugs/DB00675","http://bio2rdf.org/drugbank:DB00675"
"TAMOXIFEN","http://purl.bioontology.org/ontology/RXNORM/10324","http://purl.bioontology.org/ontology/NDFRT/N0000007041","Tamoxifen [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00675","http://bio2rdf.org/drugbank:DB00675"
"TAMOXIFEN","http://purl.bioontology.org/ontology/RXNORM/10324","http://purl.bioontology.org/ontology/NDFRT/N0000007041","Tamoxifen [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00675","http://bio2rdf.org/drugbank:DB00675"
"TAURINE","http://purl.bioontology.org/ontology/RXNORM/10337","http://purl.bioontology.org/ontology/NDFRT/N0000146994","TAURINE","http://www.drugbank.ca/drugs/DB01956","http://bio2rdf.org/drugbank:DB01956"
"TAURINE","http://purl.bioontology.org/ontology/RXNORM/10337","http://purl.bioontology.org/ontology/NDFRT/N0000007100","Taurine [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB01956","http://bio2rdf.org/drugbank:DB01956"
"TEMAZEPAM","http://purl.bioontology.org/ontology/RXNORM/10355","http://purl.bioontology.org/ontology/NDFRT/N0000146246","TEMAZEPAM","http://www.drugbank.ca/drugs/DB00231","http://bio2rdf.org/drugbank:DB00231"
"TEMAZEPAM","http://purl.bioontology.org/ontology/RXNORM/10355","http://purl.bioontology.org/ontology/NDFRT/N0000007199","Temazepam [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00231","http://bio2rdf.org/drugbank:DB00231"
"SUMATRIPTAN","http://purl.bioontology.org/ontology/RXNORM/37418","http://purl.bioontology.org/ontology/NDFRT/N0000148514","SUMATRIPTAN","http://www.drugbank.ca/drugs/DB00669","http://bio2rdf.org/drugbank:DB00669"
"SUMATRIPTAN","http://purl.bioontology.org/ontology/RXNORM/37418","http://purl.bioontology.org/ontology/NDFRT/N0000148514","SUMATRIPTAN","http://www.drugbank.ca/drugs/DB00669","http://bio2rdf.org/drugbank:DB00669"
"SUMATRIPTAN","http://purl.bioontology.org/ontology/RXNORM/37418","http://purl.bioontology.org/ontology/NDFRT/N0000148514","SUMATRIPTAN","http://www.drugbank.ca/drugs/DB00669","http://bio2rdf.org/drugbank:DB00669"
"SUMATRIPTAN","http://purl.bioontology.org/ontology/RXNORM/37418","http://purl.bioontology.org/ontology/NDFRT/N0000007273","Sumatriptan [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00669","http://bio2rdf.org/drugbank:DB00669"
"SUMATRIPTAN","http://purl.bioontology.org/ontology/RXNORM/37418","http://purl.bioontology.org/ontology/NDFRT/N0000007273","Sumatriptan [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00669","http://bio2rdf.org/drugbank:DB00669"
"SUMATRIPTAN","http://purl.bioontology.org/ontology/RXNORM/37418","http://purl.bioontology.org/ontology/NDFRT/N0000007273","Sumatriptan [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00669","http://bio2rdf.org/drugbank:DB00669"
"TEMOZOLOMIDE","http://purl.bioontology.org/ontology/RXNORM/37776","http://purl.bioontology.org/ontology/NDFRT/N0000148622","TEMOZOLOMIDE","http://www.drugbank.ca/drugs/DB00853","http://bio2rdf.org/drugbank:DB00853"
"TEMOZOLOMIDE","http://purl.bioontology.org/ontology/RXNORM/37776","http://purl.bioontology.org/ontology/NDFRT/N0000006455","temozolomide [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00853","http://bio2rdf.org/drugbank:DB00853"
"TACROLIMUS","http://purl.bioontology.org/ontology/RXNORM/42316","http://purl.bioontology.org/ontology/NDFRT/N0000148372","TACROLIMUS","http://www.drugbank.ca/drugs/DB00864","http://bio2rdf.org/drugbank:DB00864"
"TACROLIMUS","http://purl.bioontology.org/ontology/RXNORM/42316","http://purl.bioontology.org/ontology/NDFRT/N0000148372","TACROLIMUS","http://www.drugbank.ca/drugs/DB00864","http://bio2rdf.org/drugbank:DB00864"
"TACROLIMUS","http://purl.bioontology.org/ontology/RXNORM/42316","http://purl.bioontology.org/ontology/NDFRT/N0000148372","TACROLIMUS","http://www.drugbank.ca/drugs/DB00864","http://bio2rdf.org/drugbank:DB00864"
"TACROLIMUS","http://purl.bioontology.org/ontology/RXNORM/42316","http://purl.bioontology.org/ontology/NDFRT/N0000007302","Tacrolimus [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00864","http://bio2rdf.org/drugbank:DB00864"
"TACROLIMUS","http://purl.bioontology.org/ontology/RXNORM/42316","http://purl.bioontology.org/ontology/NDFRT/N0000007302","Tacrolimus [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00864","http://bio2rdf.org/drugbank:DB00864"
"TACROLIMUS","http://purl.bioontology.org/ontology/RXNORM/42316","http://purl.bioontology.org/ontology/NDFRT/N0000007302","Tacrolimus [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00864","http://bio2rdf.org/drugbank:DB00864"
"TELMISARTAN","http://purl.bioontology.org/ontology/RXNORM/73494","http://purl.bioontology.org/ontology/NDFRT/N0000148599","TELMISARTAN","http://www.drugbank.ca/drugs/DB00966","http://bio2rdf.org/drugbank:DB00966"
"TELMISARTAN","http://purl.bioontology.org/ontology/RXNORM/73494","http://purl.bioontology.org/ontology/NDFRT/N0000006703","telmisartan [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00966","http://bio2rdf.org/drugbank:DB00966"
"TAMSULOSIN","http://purl.bioontology.org/ontology/RXNORM/77492","http://purl.bioontology.org/ontology/NDFRT/N0000022081","TAMSULOSIN","http://www.drugbank.ca/drugs/DB00706","http://bio2rdf.org/drugbank:DB00706"
"TAMSULOSIN","http://purl.bioontology.org/ontology/RXNORM/77492","http://purl.bioontology.org/ontology/NDFRT/N0000022081","TAMSULOSIN","http://www.drugbank.ca/drugs/DB00706","http://bio2rdf.org/drugbank:DB00706"
"TAMSULOSIN","http://purl.bioontology.org/ontology/RXNORM/77492","http://purl.bioontology.org/ontology/NDFRT/N0000006325","tamsulosin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00706","http://bio2rdf.org/drugbank:DB00706"
"TAMSULOSIN","http://purl.bioontology.org/ontology/RXNORM/77492","http://purl.bioontology.org/ontology/NDFRT/N0000006325","tamsulosin [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00706","http://bio2rdf.org/drugbank:DB00706"
"TAZAROTENE","http://purl.bioontology.org/ontology/RXNORM/83947","http://purl.bioontology.org/ontology/NDFRT/N0000148509","TAZAROTENE","http://www.drugbank.ca/drugs/DB00799","http://bio2rdf.org/drugbank:DB00799"
"TAZAROTENE","http://purl.bioontology.org/ontology/RXNORM/83947","http://purl.bioontology.org/ontology/NDFRT/N0000006235","tazarotene [Chemical/Ingredient]","http://www.drugbank.ca/drugs/DB00799","http://bio2rdf.org/drugbank:DB00799"
