source_code|source_code_description|concept_code|concept_name|concept_id
D014508|Urea|11002|Urea|906914
D014645|Herpesvirus 3, Human|11131|Human herpesvirus 3|507832
D014667|Vasopressin (USP)|11149|Vasopressins|1507835
D014673|Vecuronium|71535|Vecuronium|19012598
D014803|Vitamin B Complex|11251|Vitamin B Complex|19010970
D014978|Xenon|11363|Xenon|19011007
C002072|ketazolam|28181|ketazolam|19003946
C056068|theaflavin|38021|theaflavin|19100574
C056814|cefdinir|25037|cefdinir|1796458
D016666|Fluvoxamine|42355|Fluvoxamine|751412
D017035|Pravastatin|42463|Pravastatin|1551860
D008730|Methoxsalen|6854|Methoxsalen|905223
D008747|Methylcellulose|6873|Methylcellulose|905371
D008750|Methyldopa|6876|Methyldopa|1305447
D008774|Methylphenidate|6901|Methylphenidate|705944
D008787|Metoclopramide|6915|Metoclopramide|906780
D008788|Metolazone|6916|Metolazone|907013
D008874|Midazolam|6960|Midazolam|708298
D008926|Plicamycin|6995|Plicamycin|19009165
D009356|Neon|7301|Neon|19016747
D009540|Nicotinyl Alcohol|7414|Nicotinyl Alcohol|19018823
D009543|Nifedipine|7417|Nifedipine|1318853
D009641|Norethynodrel|7515|Norethynodrel|19021481
D009675|Novobiocin|7538|Novobiocin|19022015
D009888|Opipramol|7674|Opipramol|19129635
D009951|Ornipressin|7703|Ornipressin|19024362
D010114|Phenolisatin|8136|Phenolisatin|19132888
D010118|Oxytetracycline|7821|Oxytetracycline|925952
D010197|Pancuronium|7883|Pancuronium|19026674
D010389|Pemoline|7966|Pemoline|727835
D010406|Penicillin|70618|Penicillin|19126544
C059262|cidofovir|83171|Cidofovir|1745072
D020110|Pinacidil|33717|Pinacidil|19093166
D020156|Salicylic Acid|9525|Salicylic Acid|964407
D020442|Poloxamer|155156|Poloxamer|19024665
C059451|lornoxicam|20890|lornoxicam|19049709
C100141|sulfacytine|78902|sulfacytine|19026707
C100233|bumadizone|19847|bumadizone|19039703
C100263|dromostanolone|23678|dromostanolone|19056571
C100300|phthalylsulfathiazole|33632|phthalylsulfathiazole|19024873
C100302|tribenoside|38557|tribenoside|19042575
C100416|peginterferon alfa-2a|120608|peginterferon alfa-2a|1714165
C103100|silver acetate|137939|silver acetate|19016725
C103303|alitretinoin|81864|alitretinoin|941052
C106167|etanercept|214555|Etanercept|1151789
C054218|manidipine|29275|manidipine|19071995
C054360|ceftibuten|20492|ceftibuten|1749083
C054920|loracarbef|28981|loracarbef|1708100
C054940|clidinium|21232|clidinium|950792
C055139|pemirolast|19551|pemirolast|938362
C055162|clopidogrel|32968|clopidogrel|1322184
C061972|153Sm-EDTMP|177906|samarium-153 lexidronam|19018483
C062402|gadoteridol|25483|gadoteridol|19097463
C063533|dofetilide|49247|dofetilide|1362979
C067311|docetaxel|72962|docetaxel|1315942
C067594|butenafine|47461|butenafine|958396
C069541|quetiapine|51272|quetiapine|766814
C071125|insulin, Asp(B28)-|51428|Insulin, Aspart, Human|1567198
C072042|latanoprost|43611|latanoprost|954688
C072379|repaglinide|73044|repaglinide|1516766
C073007|ibandronate|115264|Ibandronate|1512480
C073326|clofezone|183877|clofezone|19018512
C076946|donepezil|135447|donepezil|715997
C077977|cresol|62130|Cresol|19087223
C086276|cerivastatin sodium|221072|cerivastatin|1586226
C086937|interferon beta 1a|75917|interferon beta 1a|722424
C093233|iobitridol|87639|iobitridol|19053540
C093622|rizatriptan|88014|rizatriptan|1154077
C065180|fluvastatin|41127|fluvastatin|1549686
C065757|meloxicam|41493|meloxicam|1150345
D004629|Emepronium|3816|Emepronium|19041852
D004737|Enflurane|3920|Enflurane|743196
D004970|Estrone|4103|Estrone|1549254
D004977|Ethambutol|4110|Ethambutol|1749301
D004997|Ethinyl Estradiol|4124|Ethinyl Estradiol|1549786
D005009|Ethoglucid|4132|Ethoglucid|19104221
D005259|Felypressin|4319|Felypressin|19053864
D005442|Flumazenil|4457|Flumazenil|19055153
D005484|Fluspirilene|4507|Fluspirilene|19056465
D005664|Furazolidone|4601|Furazolidone|1756822
D005665|Furosemide|4603|Furosemide|956874
D005690|Galactose|4626|Galactose|19112526
D005984|Glutethimide|4903|Glutethimide|19061124
D006037|Glyoxal|4967|Glyoxal|19113004
D006108|Graphite|90249|Natural graphite|19135844
D006118|Griseofulvin|5021|Griseofulvin|1763779
D006139|Guaiacol|5031|Guaiacol|19063951
D006639|Histidine|5340|Histidine|19069149
D007213|Indomethacin|5781|Indomethacin|1178663
D007451|Iodamide|5928|Iodamide|19080542
D007464|Clioquinol|5942|Clioquinol|980867
D007485|Ioxaglate|5973|Ioxaglate|19081316
D007530|Isoflurane|6026|Isoflurane|782043
D007981|Levorphanol|6378|Levorphanol|1189766
D007986|Luteinizing Hormone|6383|Luteinizing Hormone|1589795
D008012|Lidocaine|6387|Lidocaine|989878
D008034|Lincomycin|6398|Lincomycin|1790692
D008043|Linseed Oil|6404|Linseed Oil|19090767
D008140|Lorazepam|6470|Lorazepam|791967
D008148|Lovastatin|6472|Lovastatin|1592085
D008272|Mafenide|6572|Mafenide|992716
D008278|Magnesium Sulfate|6585|Magnesium Sulfate|19093848
D008358|Mannose|6633|Mannose|19124981
D008463|Mebendazole|6672|Mebendazole|1794280
D008617|Mephenytoin|6757|Mephenytoin|702661
D008619|Mepivacaine|6759|Mepivacaine|702774
D008622|Merbromin|6762|Merbromin|1703026
D008625|Thiopronine|6765|Thiopronine|903031
D008709|Methenamine|6832|Methenamine|904356
C006457|alloin|17354|alloin|19030125
C006820|bromperidol|19777|bromperidol|19039227
C006854|butyl chloride|19900|butyl chloride|19020950
C006972|chloroacetate|48008|chloroacetate|19059552
C007183|cycloadiphenine|21945|cycloadiphenine|19078509
C007527|dipipanone|23405|dipipanone|19090016
C007556|domiphen|23623|domiphen|19091239
C007678|ethyl linoleate|24522|ethyl linoleate|19059630
C008405|demelverin|236795|demelverin|19056579
C009077|propyphenazone|34710|propyphenazone|19029322
C009342|succinylsulfathiazole|37289|succinylsulfathiazole|19100415
C009732|butizide|19882|butizide|19039770
C010087|cineole|21116|Eucalyptol|19050346
C010238|fomepizole|15226|fomepizole|19022479
C010466|hydroiodic acid|27208|hydroiodic acid|19002226
C010845|aluminum chloride|46241|aluminum chloride|957393
C011342|pyrite|35098|pyrite|19098017
D015125|Oxyquinoline|110|Oxyquinoline|906874
D015282|Octreotide|7617|Octreotide|1522957
D015737|Nisoldipine|7435|Nisoldipine|1319880
D015790|Cefonicid|2183|Cefonicid|19072857
D016285|Iloprost|40138|Iloprost|1344992
D016589|Astemizole|42328|Astemizole|1150770
C067591|butalamine|180806|butalamine|19018488
C060225|desirudin|114934|desirudin|19011712
C060344|dolasetron|68091|Dolasetron|903459
C061175|monoethyl fumarate|52882|monoethyl fumarate|19113055
C061870|rocuronium|68139|Rocuronium|19003953
C063129|rabeprazole|114979|rabeprazole|911735
C068291|poractant alfa|236381|Poractant alfa|19091377
C069987|pamabrom|54365|pamabrom|1172206
C072197|beractant|46967|beractant|19057932
C074619|bivalirudin|60819|bivalirudin|19084670
C074921|olopatadine|135391|olopatadine|915855
C075773|4-phenylbutyrate|81647|phenylbutyrate|1539954
C079703|rufinamide|69036|rufinamide|19006586
C080163|trovafloxacin|115552|trovafloxacin|1712549
C080245|pregabalin|187832|3-isobutyl GABA|734354
C082430|molgramostim|70161|molgramostim|19009676
C084552|proxibarbal|83885|proxibarbal|19134133
C084597|chlorcyclizine|2354|chlorcyclizine|990413
C084600|floctafenine|4444|floctafenine|19054931
C084623|febuxostat|73689|febuxostat|19017742
C084820|ethopropazine|4134|ethopropazine|19050123
C084822|metharbital|6825|metharbital|19004254
D020748|Mibefradil|83213|Mibefradil|1345141
D020843|Chamomile Oil|47974|Chamomile Oil|19112651
D020849|Raloxifene|72143|Raloxifene|1513103
D020912|Moclobemide|30121|Moclobemide|19010652
D022121|Cholera Vaccines|2427|Cholera Vaccine|595252
D025101|Vitamin B 6|42954|Vitamin B6|1353228
D026023|Permethrin|33199|Permethrin|922868
D050477|Urofollitropin|134404|Urofollitropin|1515417
D052200|Lactobacillus reuteri|285156|Lactobacillus reuteri|906902
D052203|Ferumoxytol|473387|Ferumoxytol|40163731
D053590|Anakinra|72435|anakinra|1114375
D057073|Thyrotropin Alfa|4952|Glycoprotein Hormones, alpha Subunit|19063297
C021280|aceprometazine|161203|aceprometazine|19018328
C022943|ferrous succinate|24946|ferrous succinate|19096133
D001379|Azathioprine|1256|Azathioprine|19014878
D001585|Benzoyl Peroxide|1418|Benzoyl Peroxide|918172
D001895|Boron|1705|Boron|19029824
D002040|Levobunolol|1813|Levobunolol|932815
C052717|mucopolysaccharide polysulfate|30320|mucopolysaccharide polysulfate|19011028
C053001|adefovir|16521|adefovir|1729323
C053091|lomefloxacin|28872|lomefloxacin|1707800
C053853|dirithromycin|23437|dirithromycin|1790024
C053915|mometasone|108118|Mometasone|905233
C055085|calcipotriene|29365|calcipotriene|908921
C058302|moexipril|30131|moexipril|1310756
C058787|royal jelly|35805|royal jelly|19036638
C063449|zileuton|40575|zileuton|1147878
C065507|ferumoxides|72901|ferumoxides|19015703
C068373|eprosartan|83515|eprosartan|1346686
C073305|Vaccinium myrtillus extract|125929|Bilberry extract|1314955
C073322|fominoben|183875|fominoben|19033664
C073738|delmopinol|60451|delmopinol|19122855
C076559|arbutamine|61609|arbutamine|19086330
C077073|nitisinone|61805|nitisinone|1586640
C078823|tirofiban|73137|tirofiban|19017067
C078973|milbemycin oxime|68730|milbemycin oxime|19005452
C080710|policosanol|69440|policosanol|1508241
C080945|parnaparin|69528|parnaparin|19008276
C081222|sargramostim|69634|sargramostim|1308432
C081643|candesartan|214354|candesartan|1351557
C082437|lenograstim|70167|lenograstim|19009705
C084101|doramectin|73455|doramectin|19017646
C084583|methyprylon|6910|Methyprylon|19006742
C084639|cyclobarbital|2978|cyclobarbital|19072082
C084814|propylhexedrine|8792|propylhexedrine|954036
C086232|bosentan|75207|bosentan|1321636
C090450|anastrozole|84857|anastrozole|1348265
C092292|ziprasidone|115698|ziprasidone|712615
C094240|reviparin|75960|reviparin|19129274
C096001|daclizumab|190353|Daclizumab|19036892
C097933|olmesartan medoxomil|118463|Olmesartan medoxomil|1312742
C100063|dyclonine|23744|dyclonine|992308
C100162|acetophenazine|16735|acetophenazine|19029555
C100242|butriptyline|19895|butriptyline|19039883
C100276|haloprogin|26422|haloprogin|19101422
C100278|iodoxamate|51471|iodoxamid|19067248
C100283|medrysone|29439|medrysone|909021
C100299|sulfaethidole|37324|sulfaethidole|19100418
C105565|pangamic acid|7886|pangamic acid|19026701
C106791|telithromycin|274786|telithromycin|1702911
C108286|climbazole|191566|climbazole|19018606
C110422|magnesium citrate|52356|magnesium citrate|967861
C110904|capecitabine|194000|capecitabine|1337620
C112666|gadoversetamide|228833|gadoversetamide|19089496
C113019|calcium bromide|195983|calcium bromide|19018639
C411189|cetuximab|318341|cetuximab|1315411
C414210|peramivir|619693|peramivir|40167569
C417083|peginterferon alfa-2b|253453|peginterferon alfa-2b|1797155
C419708|gefitinib|328134|gefitinib|1319193
C422649|etoricoxib|307296|etoricoxib|19011355
C427248|treprostinil|343048|Treprostinil|1327256
C469709|rasburicase|283821|rasburicase|1304565
C487637|telavancin|473837|telavancin|40166675
C495910|ramelteon|596205|ramelteon|781182
C497368|ranibizumab|595060|Ranibizumab|19080982
C498826|nilotinib|662281|nilotinib|1394023
C511328|flumethiazide|89911|Flumethiazide|19059705
C511402|Grape Seed Proanthocyanidins|283566|GRAPE SEED PROANTHOCYANIDINS|19070951
C515899|laureth-4|393540|Lauromacrogol 400|19102087
C534453|aluminum sesquichlorohydrate|543375|Aluminum Sesquichlorohydrate|19114195
D000082|Acetaminophen|161|Acetaminophen|1125315
D000092|Acetohexamide|173|Acetohexamide|1530014
D000500|Allylestrenol|525|Allylestrenol|19068397
D000583|Amikacin|641|Amikacin|1790868
D000616|Aminoglutethimide|677|Aminoglutethimide|1503057
D000657|Amoxapine|722|Amoxapine|713109
D000661|Amphetamine|725|Amphetamine|714785
D000967|Sodium Stibogluconate|8010|Sodium Stibogluconate|19131064
D001310|Auranofin|1227|Auranofin|1114771
D002110|Caffeine|1886|Caffeine|1134439
D002125|Calcium Gluconate|1908|Calcium Gluconate|19037038
D002192|Canrenone|1982|Canrenone|19019698
D002368|Castor Oil|2129|Castor Oil|950933
D002512|Cephalothin|2236|Cephalothin|19086759
D002699|Chlorambucil|2346|Chlorambucil|1390051
D002715|Chlormadinone|78904|Chlormadinone|19026733
D002734|Chlorophyll|2388|Chlorophyll|992456
D002784|Cholesterol|2438|Cholesterol|19059097
D002998|Clonazepam|2598|Clonazepam|798874
D005445|Flunitrazepam|4460|Flunitrazepam|19055224
C074679|reboxetine|60842|reboxetine|19084693
C076170|mizolastine|61455|mizolastine|19086100
C077110|ambroxol-theophylline-7-acetate|186010|ambroxol-theophylline-7-acetate|19034009
C081309|irbesartan|83818|irbesartan|1347384
C081489|valsartan|69749|valsartan|1308842
C082598|aldesleukin|70223|Aldesleukin|1309770
C083544|lepirudin|237057|lepirudin|19092139
C084178|telmisartan|73494|telmisartan|1317640
C084588|methantheline|6821|methantheline|19004153
C084591|propiomazine|8770|propiomazine|19053610
C084593|sulthiame|10240|sulthiame|19000921
C084605|dibenzepin|3332|dibenzepin|19023846
C084606|ethotoin|4136|Ethotoin|750146
C084783|pipothiazine|8348|pipothiazine|19133992
C084826|rescinnamine|9259|rescinnamine|19062195
C084830|benorilate|1372|benorilate|19016435
C085665|zaleplon|74667|zaleplon|720727
C085693|dornase alfa|337623|recombinant human DNase|1125443
C090840|alosetron|85248|alosetron|948555
C095108|amprenavir|228656|Amprenavir|1789428
C096529|alemtuzumab|117055|alemtuzumab|1312706
C098010|linezolid|190376|linezolid|1736887
C098350|verteporfin|118886|verteporfin|912803
C100036|resmethrin|35380|resmethrin|19098972
C100065|flucloronide|190410|flucloronide|19018550
C100067|ethoheptazine|24484|ethoheptazine|19095341
C100100|chlorphenoxamine|20881|chlorphenoxamine|19049707
C100122|meclocycline|29418|meclocycline|19009022
C106526|glargine|274783|Insulin, Glargine, Human|1502905
C107201|tipranavir|190548|tipranavir|1736999
C108475|itavastatin|861634|pitavastatin|40165636
C113157|basiliximab|196102|basiliximab|19038440
C118524|helicidine|233562|helicidine|19054991
C120662|calcium acetate|214342|calcium acetate|951469
C121905|micafungin|325887|micafungin|19018013
C414690|eplerenone|298869|eplerenone|1309799
C417052|darbepoetin alfa|283838|darbepoetin alfa|1304643
C419502|alvimopan|480639|alvimopan|19059654
C431566|degarelix|475230|degarelix|19058410
C440975|silybin|155067|silybin|19024190
C451734|etravirine|475969|etravirine|1758536
C453439|adalimumab|327361|adalimumab|1119119
C455861|pegfilgrastim|338036|pegfilgrastim|1325608
C481642|eculizumab|591781|eculizumab|19080458
C488777|romiplostim|805452|Romiplostim|19032407
C496398|sitagliptin|593411|sitagliptin|1580747
C508827|acetanilide|162|Acetanilide|19029248
C508864|galsulfase|578033|Galsulfase|19078649
C509657|estrogens, conjugated synthetic B|618365|Estrogens, Conjugated Synthetic B|1586808
C514135|sodium propionate|56513|Sodium propionate|19078151
C526675|fesoterodine|797195|fesoterodine|19027958
C533149|2,2-methylenebis(4-chloro-3-methyl-isopropylphenol)|236268|BICLOTYMOL|19055954
D000070|Acebutolol|149|Acebutolol|1319998
D000096|Acetone|178|Acetone|19032614
D000111|Acetylcysteine|197|Acetylcysteine|1139042
D000149|Acidulated Phosphate Fluoride|236|Acidulated Phosphate Fluoride|19091149
D000404|Ajmaline|423|Ajmaline|19105879
D000420|Albuterol|435|Albuterol|1154343
D000518|Eflornithine|569|Eflornithine|978236
D000523|Algestone|595|Algestone|19080969
D000547|Amantadine|620|Amantadine|19087090
D000644|Ammonium|709|Ammonium|19126894
C002791|bismuth tripotassium dicitrate|47181|bismuth tripotassium dicitrate|958134
C003087|febarbamate|24807|febarbamate|19061109
C003726|trofosfamide|38865|trofosfamide|19101677
C004369|2-phenylphenol|236677|ORTHOPHENYLPHENOL|19056474
C004377|pipenzolate|33743|pipenzolate|19025284
C004446|asiaticoside|18405|asiaticoside|19033691
C004605|butamben|19861|butamben|939726
C004649|carbinoxamine|20220|carbinoxamine|1141018
C004887|ethylnorepinephrine|156240|ethylnorepinephrine|19024723
C005195|methampicillin|29629|methampicillin|19072054
C005278|meglumine antimoniate|319866|meglumine antimoniate|19082764
C005632|tertatolol|37840|tertatolol|19100451
C005696|salicin|36100|salicin|19100313
C005731|paramethadione|32894|paramethadione|19021932
C005804|terpin hydrate|89916|Terpin hydrate|19059707
C005850|trichlorotrifluoroethane|38585|trichlorotrifluoroethane|19101398
C094645|aripiprazole|89013|aripiprazole|757688
C097365|benzquercin|117896|benzquercin|19011094
C100104|deserpidine|62174|deserpidine|1387219
C100113|fonazine|50138|fonazine|19113015
C100142|terizidone|57047|terizidone|19078424
C100201|oxyphencyclimine|32698|oxyphencyclimine|19019094
C101425|posaconazole|282446|posaconazole|1704139
C102786|anidulafungin|341018|anidulafungin|19026450
C103274|gemifloxacin|138099|gemifloxacin|1716721
C103422|ethyl hexyl salicylate|236880|ETHYL HEXYL SALICYLATE|19056671
C105308|oprelvekin|139994|oprelvekin|1318030
C105861|ancestim|140502|ancestim|19018070
C108373|dutasteride|228790|Dutasteride|989482
C108606|ezetimibe|341248|ezetimibe|1526475
C109695|dong quai|328141|Angelica sinensis preparation|1319232
C117343|red yeast rice|232540|red yeast rice|1389885
C404783|polyethylene glycol 3350|221147|POLYETHYLENE GLYCOL 3350|986417
C449219|norelgestromin|326374|norelgestromin|1518198
C458513|pafuramidine|718967|pafuramidine|19126915
C472181|efalizumab|356988|efalizumab|936429
C475457|methyl 5-aminolevulinate|337068|methyl 5-aminolevulinate|19025194
C477447|benproperine|236749|benproperine|19056541
C495502|captodiamine|89812|Captodiamine|19135828
C516667|pazopanib|714438|pazopanib|40167554
C518176|maropitant|715869|maropitant|40167522
C518753|ferrous phosphate|107056|Ferrous phosphate|19009557
C541220|canakinumab|853491|canakinumab|40161669
D000167|Acriflavine|249|Acriflavine|19095766
D000212|Acyclovir|281|Acyclovir|1703687
D000409|Alanine|426|Alanine|19052489
D000526|Alprenolol|597|Alprenolol|19081284
D000551|Ambroxol|625|Ambroxol|19088167
D000655|Amodiaquine|720|Amodiaquine|19012922
D000680|Amyl Nitrite|742|Amyl Nitrite|1319051
D000781|Anethole Trithione|820|Anethole Trithione|19041226
D000865|Antazoline|865|Antazoline|951237
D001058|Apomorphine|1043|Apomorphine|837027
D001073|Aprindine|1054|Aprindine|19006969
D001398|Aztreonam|1272|Aztreonam|1715117
D001553|Benzbromarone|1385|Benzbromarone|19016754
D001591|Benzydamine|1425|Benzydamine|19019620
D001621|Betahistine|1511|BETAHISTINE|19020124
D001712|Biperiden|1589|Biperiden|724908
D001726|Bisacodyl|1596|Bisacodyl|924939
D002034|Bumetanide|1808|Bumetanide|932745
D002084|Butylated Hydroxytoluene|1848|Butylated Hydroxytoluene|19033780
D002164|Camphor|1952|Camphor|938205
D002355|Carticaine|592464|Articaine|19080512
D002436|Cefatrizine|2179|Cefatrizine|19070680
D002937|Cinoxacin|2550|Cinoxacin|997496
D002945|Cisplatin|2555|Cisplatin|1397599
D002956|Citrulline|2567|Citrulline|19097664
D003911|Dextran|42635|Dextran|1352890
D003915|Dextromethorphan|3289|Dextromethorphan|1119510
D003932|Heroin|3304|Heroin|19022417
D004003|Dichlorophen|3351|Dichlorophen|19091464
D004009|Dicloxacillin|3356|Dicloxacillin|1724666
D004074|Digitoxin|3403|Digitoxin|19026180
D004088|Dihydroergotoxine|3419|Dihydroergotoxine|19026637
D004097|Dihydrotachysterol|3429|Dihydrotachysterol|19027015
D020097|Natriuretic Peptide, Brain|19666|Brain natriuretic peptide|1338985
D020366|Methylmethacrylate|29897|Methylmethacrylate|19009847
D020910|Ketorolac|35827|Ketorolac|1136980
D023321|Poliovirus Vaccines|8471|Poliovirus Vaccines|19135243
D024502|alpha-Tocopherol|237099|D-alpha-tocopherol|19056802
D004111|Dimenhydrinate|3444|Dimenhydrinate|928744
C037593|potassium carbonate|34300|potassium carbonate|19095091
C038377|lithium succinate|28817|lithium succinate|19071904
C038491|allyl sulfide|17376|allyl sulfide|1330144
C038974|amorolfine|17804|Amorolfine|19032619
C039798|manganese sulfate|29268|manganese sulfate|19008897
C040656|loxoprofen|28908|loxoprofen|19071936
C041255|detomidine|22672|detomidine|19088035
C041747|nitazoxanide|31819|nitazoxanide|1715315
C045213|hepatitis B hyperimmune globulin|26744|hepatitis B hyperimmune globulin|501343
C045316|cinitapride|21125|cinitapride|19045983
C046650|quinagolide|76887|quinagolide|19024140
C047340|levocabastine|28627|levocabastine|907553
C047360|felbamate|24812|felbamate|795661
C047638|alfuzosin|17300|alfuzosin|930021
C047781|lamotrigine|28439|lamotrigine|705103
C048107|milnacipran|588250|milnacipran|19080226
C050055|wheat germ oil|72385|Wheat germ oil|19014164
C051006|thymomodulin|38217|thymomodulin|19041860
C053539|penciclovir|59839|penciclovir|981654
C058687|lansoprazole|17128|lansoprazole|929887
C059205|tiagabine|31914|tiagabine|715458
D004143|Docusate|82003|Docusate|941258
D004166|Diphtheria Antitoxin|3510|Diphtheria Antitoxin|19031041
D004206|Disopyramide|3541|Disopyramide|1335606
D004315|Doxapram|3637|Doxapram|738152
C471405|sorafenib|495881|sorafenib|1363387
C485829|dicalcium phosphate anhydrous|47627|Calcium phosphate dibasic|19058973
D003060|Cod Liver Oil|2669|Cod Liver Oil|19101604
D003084|Colestipol|2685|Colestipol|1501617
D003091|Colistin|2709|Colistin|901845
D003642|Deanol|3116|Deanol|1311826
D003685|Trioxocholate|42625|Dehydrocholate|19052817
D003707|Demeclocycline|3154|Demeclocycline|1714527
D003868|Dequalinium|3226|Dequalinium|19016063
D003898|Desonide|3254|Desonide|917205
D003973|Diatrizoate|3319|Diatrizoate|19022596
D005448|Fluocortolone|4463|Fluocortolone|19055344
D005486|Flavin Mononucleotide|4509|Flavin Mononucleotide|19056500
D005557|Formaldehyde|4530|Formaldehyde|1756524
D005601|Framycetin|4556|Framycetin|19056694
D005632|Fructose|4570|Fructose|956691
D005840|Gentian Violet|4778|Gentian Violet|959362
D005907|Gliclazide|4816|Gliclazide|19059796
D006024|Glycopyrrolate|4955|Glycopyrrolate|963353
D006052|Aurothiomalate|42547|Aurothiomalate|1152134
D006591|Hexobarbital|5302|Hexobarbital|19068964
D006659|Histoplasmin|5363|Histoplasmin|19069394
D006858|Hydrofluoric Acid|5496|Hydrofluoric Acid|976309
D006919|Hydroxyzine|5553|Hydroxyzine|777221
D007490|Iproniazid|5981|Iproniazid|19122259
D007528|Isoetharine|6023|Isoetharine|1181809
D007531|Isoflurophate|6027|Isoflurophate|19082111
D007612|Kanamycin|6099|Kanamycin|1784749
D007618|Karaya Gum|6111|Karaya Gum|19084915
D007778|Lactobacillus|6204|Lactobacillus|987128
D007785|Lactose|6211|Lactose|19087208
D007930|Leucine|6308|Leucine|19088571
D008120|Lobeline|6464|Lobeline|19091824
D008127|Lofepramine|6465|Lofepramine|19091830
D008194|Lymecycline|6513|Lymecycline|19092353
D008236|Lypressin|6531|Lypressin|19092373
D008466|Mechlorethamine|6674|Mechlorethamine|1394337
D008524|Medrogestone|6690|Medrogestone|19000207
C044958|zofenopril|39990|zofenopril|19102107
C045355|gepefrine|41157|gepefrine|19103723
C045463|leflunomide|27169|leflunomide|1101898
C045651|epigallocatechin gallate|24246|Green Tea Extract|19058494
C046318|dopexamine|23638|dopexamine|19056154
D010433|Pentylenetetrazole|8015|Pentylenetetrazole|19031345
D010479|Pergolide|8047|Pergolide|732309
D010621|Phenazopyridine|8120|Phenazopyridine|933724
D010644|Phenprocoumon|8150|Phenprocoumon|19035344
D010665|Phenylpropanolamine|8175|Phenylpropanolamine|1139993
D010918|Pizotyline|8373|Pizotyline|19047076
D011033|Podophyllin|8462|Podophyllin|947651
D011034|Podophyllotoxin|8463|Podophyllotoxin|947705
D011112|Polymyxin B|8536|Polymyxin B|948582
C084865|black currant oil|73891|black currant oil|19017807
C089750|zolmitriptan|135775|zolmitriptan|1116031
C091508|telmesteine|85929|telmesteine|19135785
D011189|Potassium Chloride|8591|Potassium Chloride|19049105
D011217|Practolol|8620|Practolol|19135791
D011318|Prilocaine|8686|Prilocaine|951279
C048498|erdosteine|24305|erdosteine|19058933
C048833|modafinil|30125|modafinil|710650
C049073|droxicam|23687|droxicam|19056645
C049429|doxacurium|23651|doxacurium|19091486
C097613|imatinib|282388|imatinib|1304107
D016305|Thymopentin|40230|Thymopentin|19102231
C028457|cyamemazine|21877|cyamemazine|19051234
C028498|evening primrose oil|203219|Evening primrose oil|19045290
C028508|bismuth subcarbonate|19475|bismuth subcarbonate|19037731
C051409|pegademase bovine|59768|pegademase bovine|581480
C051752|nefazodone|31565|nefazodone|714684
C052387|cocoa butter|21389|cocoa butter|951112
C053355|tirilazad|72467|tirilazad|19014509
C053597|dibrompropamidine|22865|dibrompropamidine|19089408
C055512|ranolazine|35829|ranolazine|1337107
C055632|myrtol|174965|myrtol|19018433
C056493|imiquimod|59943|imiquimod|981691
C058249|ebastine|23796|ebastine|19092433
C058254|sibutramine|36514|sibutramine|739363
C058651|tiludronate|57230|Tiludronate|1578445
C060285|lacidipine|28382|lacidipine|19004539
C061333|pramipexol|746741|Pramipexole|720810
C062720|mosapride|135091|mosapride|19011339
C062735|zafirlukast|114970|zafirlukast|1111706
C062876|cetrorelix|68147|cetrorelix|1503983
C063610|adapalene|60223|adapalene|981774
C049816|hylan G-F 20|284637|HYLAN G-F 20|705219
C050199|digoxin antibodies Fab fragments|203223|digoxin antibodies Fab fragments|19045317
C050504|tianeptine|38252|tianeptine|19041910
C052555|spirapril|36908|spirapril|19040051
C052745|zinc hydroxide|42279|zinc hydroxide|19050644
C052753|nebivolol|31555|nebivolol|1314577
C053562|desflurane|27340|desflurane|19002770
C053771|nattokinase|53553|nattokinase|40166616
C053775|rosemary oil|90945|rosemary oil|19135863
C055122|orlistat|37925|orlistat|741530
C057693|troglitazone|72610|troglitazone|1515249
C084589|oxypertine|7815|oxypertine|19025922
C084590|rimiterol|9388|rimiterol|19063387
C084599|clotiazepam|2622|clotiazepam|19068821
C057775|benzylparaben|19075|benzylparaben|19018603
C057823|salmeterol|36117|salmeterol|1137529
D010917|Pivampicillin|8372|Pivampicillin|19047071
D011054|Poliovirus Vaccine, Inactivated|214781|Poliovirus Vaccine, Inactivated|551977
D011092|Polyethylene Glycols|8516|Polyethylene Glycols|948515
D011136|Polysorbates|8561|Polysorbates|19135782
D011192|Potassium Dichromate|8595|Potassium Dichromate|19135786
D011224|Prazosin|8629|Prazosin|1350489
D011299|Prenylamine|8674|Prenylamine|19051285
D011352|Procyclidine|8718|Procyclidine|752276
D011431|Dextropropoxyphene|8785|Propoxyphene|1153664
D011440|Propyliodone|8793|Propyliodone|19054048
D011718|Pyrazinamide|8987|Pyrazinamide|1759455
D011761|Pyrrolidonecarboxylic Acid|9036|Pyrrolidonecarboxylic Acid|19135845
D011899|Ranitidine|9143|Ranitidine|961047
D012085|Chymosin|9248|Chymosin|19062048
D012256|Riboflavin|9346|Riboflavin|19062817
D012299|Rimantadine|9386|Rimantadine|1763339
D012676|Senna Extract|36387|Sennosides|938268
D012838|Silymarin|9794|Silymarin|19066992
D012900|Smallpox Vaccine|9835|Smallpox Vaccine|19136047
D012967|Sodium Dodecyl Sulfate|9871|Sodium Dodecyl Sulfate|19068999
D013185|Squalene|10014|Squalene|19000381
D013307|Streptomycin|10109|Streptomycin|1836191
D013415|Sulfalene|10175|Sulfalene|19136423
D013416|Sulfamerazine|10176|Sulfamerazine|19136426
D013419|Sulfamethizole|10179|Sulfamethizole|1036425
