16123992	Antineoplastic Combined Chemotherapy Protocols	D000971	Demyelinating Diseases	D003711	16123992	Case Reports	D002363
14571156	Benzodiazepines	D001569	Obesity	D009765	14571156	Case Reports	D002363
14571156	Chlorpromazine	D002746	Obesity	D009765	14571156	Case Reports	D002363
14571156	Dibenzothiazepines	D003987	Obesity	D009765	14571156	Case Reports	D002363
14571237	Hypoglycemic Agents	D007004	Edema, Cardiac	D004489	14571237	Case Reports	D002363
14571237	Hypoglycemic Agents	D007004	Diabetic Angiopathies	D003925	14571237	Case Reports	D002363
14571237	Insulin	D007328	Edema, Cardiac	D004489	14571237	Case Reports	D002363
14571237	Insulin	D007328	Diabetic Angiopathies	D003925	14571237	Case Reports	D002363
14571356	Antipsychotic Agents	D014150	Fatty Liver	D005234	14571356	Clinical Trial	D016430
14571356	Risperidone	D018967	Fatty Liver	D005234	14571356	Clinical Trial	D016430
14571732	Antiemetics	D000932	Cholestasis	D002779	14571732	Case Reports	D002363
14571732	Prochlorperazine	D011346	Cholestasis	D002779	14571732	Case Reports	D002363
14574660	Contrast Media	D003287	Renal Insufficiency	D051437	14574660	Clinical Trial	D016430
14574660	Iodine Radioisotopes	D007457	Renal Insufficiency	D051437	14574660	Clinical Trial	D016430
14574660	Radiopharmaceuticals	D019275	Renal Insufficiency	D051437	14574660	Clinical Trial	D016430
14572601	Interferon-alpha	D016898	Diabetes Mellitus	D003920	14572601	Case Reports	D002363
14572601	Interferon-alpha	D016898	Celiac Disease	D002446	14572601	Case Reports	D002363
14572601	Ribavirin	D012254	Diabetes Mellitus	D003920	14572601	Case Reports	D002363
14572601	Ribavirin	D012254	Celiac Disease	D002446	14572601	Case Reports	D002363
14573318	Interferon-alpha	D016898	Depression	D003863	14573318	Clinical Trial	D016430
14573318	Interferon-alpha	D016898	Anxiety	D001007	14573318	Clinical Trial	D016430
14573738	Colchicine	D003078	Neuromuscular Diseases	D009468	14573738	Case Reports	D002363
14573738	Gout Suppressants	D006074	Neuromuscular Diseases	D009468	14573738	Case Reports	D002363
14574256	Glucocorticoids	D005938	Vision Disorders	D014786	14574256	Case Reports	D002363
14574256	Glucocorticoids	D005938	Staphylococcal Infections	D013203	14574256	Case Reports	D002363
14574256	Glucocorticoids	D005938	Eye Infections, Bacterial	D015818	14574256	Case Reports	D002363
14574256	Glucocorticoids	D005938	Endophthalmitis	D009877	14574256	Case Reports	D002363
14574256	Triamcinolone Acetonide	D014222	Vision Disorders	D014786	14574256	Case Reports	D002363
14574256	Triamcinolone Acetonide	D014222	Staphylococcal Infections	D013203	14574256	Case Reports	D002363
14574256	Triamcinolone Acetonide	D014222	Eye Infections, Bacterial	D015818	14574256	Case Reports	D002363
14574256	Triamcinolone Acetonide	D014222	Endophthalmitis	D009877	14574256	Case Reports	D002363
14573841	Anti-Retroviral Agents	D044966	Mitochondrial Diseases	D028361	14573841	Case Reports	D002363
14575224	Breast Feeding	D001942	Infant Nutrition Disorders	D007228	14575224	Case Reports	D002363
14575224	Breast Feeding	D001942	Hypernatremia	D006955	14575224	Case Reports	D002363
14575224	Breast Feeding	D001942	Dehydration	D003681	14575224	Case Reports	D002363
14575281	Angiotensin-Converting Enzyme Inhibitors	D000806	Acute Kidney Injury	D058186	14575281	Clinical Trial	D016430
14575281	Indoles	D007211	Acute Kidney Injury	D058186	14575281	Clinical Trial	D016430
14574723	Antidepressive Agents, Second-Generation	D018687	Rhabdomyolysis	D012206	14574723	Case Reports	D002363
14574723	Bupropion	D016642	Rhabdomyolysis	D012206	14574723	Case Reports	D002363
14576606	Enzyme Inhibitors	D004791	Vasculitis	D014657	14576606	Case Reports	D002363
14576606	Enzyme Inhibitors	D004791	Purpura	D011693	14576606	Case Reports	D002363
14576606	Piperazines	D010879	Vasculitis	D014657	14576606	Case Reports	D002363
14576606	Piperazines	D010879	Purpura	D011693	14576606	Case Reports	D002363
14576606	Pyrimidines	D011743	Vasculitis	D014657	14576606	Case Reports	D002363
14576606	Pyrimidines	D011743	Purpura	D011693	14576606	Case Reports	D002363
14576611	Aspirin	D001241	Angioedema	D000799	14576611	Case Reports	D002363
14576620	Cyclooxygenase Inhibitors	D016861	Skin Diseases	D012871	14576620	Case Reports	D002363
14576620	Cyclooxygenase Inhibitors	D016861	Edema	D004487	14576620	Case Reports	D002363
14576620	Lactones	D007783	Skin Diseases	D012871	14576620	Case Reports	D002363
14576620	Lactones	D007783	Edema	D004487	14576620	Case Reports	D002363
14576246	Antihypertensive Agents	D000959	Bradycardia	D001919	14576246	Meta-Analysis	D017418
14576246	Hydralazine	D006830	Bradycardia	D001919	14576246	Meta-Analysis	D017418
14576922	Allopurinol	D000493	Kidney Tubular Necrosis, Acute	D007683	14576922	Case Reports	D002363
14576922	Allopurinol	D000493	Agranulocytosis	D000380	14576922	Case Reports	D002363
14576922	Cyclooxygenase Inhibitors	D016861	Kidney Tubular Necrosis, Acute	D007683	14576922	Case Reports	D002363
14576922	Cyclooxygenase Inhibitors	D016861	Agranulocytosis	D000380	14576922	Case Reports	D002363
14576922	Enzyme Inhibitors	D004791	Kidney Tubular Necrosis, Acute	D007683	14576922	Case Reports	D002363
14576922	Enzyme Inhibitors	D004791	Agranulocytosis	D000380	14576922	Case Reports	D002363
14576922	Lactones	D007783	Kidney Tubular Necrosis, Acute	D007683	14576922	Case Reports	D002363
14576922	Lactones	D007783	Agranulocytosis	D000380	14576922	Case Reports	D002363
14576646	Benzophenones	D001577	Facial Dermatoses	D005148	14576646	Case Reports	D002363
14576646	Benzophenones	D001577	Erythema	D004890	14576646	Case Reports	D002363
14576646	Cosmetics	D003358	Facial Dermatoses	D005148	14576646	Case Reports	D002363
14576646	Cosmetics	D003358	Erythema	D004890	14576646	Case Reports	D002363
14576646	Sunscreening Agents	D013473	Facial Dermatoses	D005148	14576646	Case Reports	D002363
14576646	Sunscreening Agents	D013473	Erythema	D004890	14576646	Case Reports	D002363
14576649	Anti-Infective Agents	D000890	Stevens-Johnson Syndrome	D013262	14576649	Case Reports	D002363
14576649	Ciprofloxacin	D002939	Stevens-Johnson Syndrome	D013262	14576649	Case Reports	D002363
14577334	Benzamides	D001549	Basal Ganglia Diseases	D001480	14577334	Clinical Trial	D016430
14577334	Benzyl Compounds	D001593	Basal Ganglia Diseases	D001480	14577334	Clinical Trial	D016430
14577334	Cisapride	D020117	Basal Ganglia Diseases	D001480	14577334	Clinical Trial	D016430
14577334	Domperidone	D004294	Basal Ganglia Diseases	D001480	14577334	Clinical Trial	D016430
14577334	Dopamine Antagonists	D018492	Basal Ganglia Diseases	D001480	14577334	Clinical Trial	D016430
14577334	Gastrointestinal Agents	D005765	Basal Ganglia Diseases	D001480	14577334	Clinical Trial	D016430
14577334	Metoclopramide	D008787	Basal Ganglia Diseases	D001480	14577334	Clinical Trial	D016430
14577334	Trimebutine	D014287	Basal Ganglia Diseases	D001480	14577334	Clinical Trial	D016430
14578626	Heparin	D006493	Thrombocytopenia	D013921	14578626	Case Reports	D002363
14578708	Antineoplastic Combined Chemotherapy Protocols	D000971	Pericarditis	D010493	14578708	Case Reports	D002363
14579169	Ofloxacin	D015242	Tendinopathy	D052256	14579169	Case Reports	D002363
14579169	Ofloxacin	D015242	Rupture, Spontaneous	D012422	14579169	Case Reports	D002363
14578243	Hypoglycemic Agents	D007004	Hypoglycemia	D007003	14578243	Clinical Trial	D016430
14578243	Insulin	D007328	Hypoglycemia	D007003	14578243	Clinical Trial	D016430
14578243	Insulin, Isophane	D007336	Hypoglycemia	D007003	14578243	Clinical Trial	D016430
14578274	Hypoglycemic Agents	D007004	Glaucoma, Angle-Closure	D015812	14578274	Case Reports	D002363
14578274	Insulin	D007328	Glaucoma, Angle-Closure	D015812	14578274	Case Reports	D002363
14579218	Anesthesia, General	D000768	Postoperative Complications	D011183	14579218	Case Reports	D002363
14579218	Anesthetics, Inhalation	D018685	Postoperative Complications	D011183	14579218	Case Reports	D002363
14579218	Anesthetics, Intravenous	D018686	Postoperative Complications	D011183	14579218	Case Reports	D002363
14579218	Fentanyl	D005283	Postoperative Complications	D011183	14579218	Case Reports	D002363
14579218	Isoflurane	D007530	Postoperative Complications	D011183	14579218	Case Reports	D002363
14579218	Midazolam	D008874	Postoperative Complications	D011183	14579218	Case Reports	D002363
14579220	Heparin	D006493	Thrombocytopenia	D013921	14579220	Case Reports	D002363
14578562	Antihypertensive Agents	D000959	Nail Diseases	D009260	14578562	Case Reports	D002363
14578562	Antihypertensive Agents	D000959	Lichen Planus	D008010	14578562	Case Reports	D002363
14578562	Antihypertensive Agents	D000959	Facial Dermatoses	D005148	14578562	Case Reports	D002363
14578562	Ophthalmic Solutions	D009883	Nail Diseases	D009260	14578562	Case Reports	D002363
14578562	Ophthalmic Solutions	D009883	Lichen Planus	D008010	14578562	Case Reports	D002363
14578562	Ophthalmic Solutions	D009883	Facial Dermatoses	D005148	14578562	Case Reports	D002363
14578562	Quinoxalines	D011810	Nail Diseases	D009260	14578562	Case Reports	D002363
14578562	Quinoxalines	D011810	Lichen Planus	D008010	14578562	Case Reports	D002363
14578562	Quinoxalines	D011810	Facial Dermatoses	D005148	14578562	Case Reports	D002363
14578563	Fluoroquinolones	D024841	Anaphylaxis	D000707	14578563	Case Reports	D002363
14578563	Naphthyridines	D009287	Anaphylaxis	D000707	14578563	Case Reports	D002363
14578836	N-Methyl-3,4-methylenedioxyamphetamine	D018817	Seizures	D012640	14578836	Case Reports	D002363
14578836	N-Methyl-3,4-methylenedioxyamphetamine	D018817	Atrial Fibrillation	D001281	14578836	Case Reports	D002363
14579055	Acetyldigoxins	D000113	Torsades de Pointes	D016171	14579055	Case Reports	D002363
14579055	Adrenergic beta-Antagonists	D000319	Torsades de Pointes	D016171	14579055	Case Reports	D002363
14579055	Amiodarone	D000638	Torsades de Pointes	D016171	14579055	Case Reports	D002363
14579055	Anti-Arrhythmia Agents	D000889	Torsades de Pointes	D016171	14579055	Case Reports	D002363
14579055	Bisoprolol	D017298	Torsades de Pointes	D016171	14579055	Case Reports	D002363
14579947	Cyclooxygenase Inhibitors	D016861	Acute Kidney Injury	D058186	14579947	Case Reports	D002363
14579947	Lactones	D007783	Acute Kidney Injury	D058186	14579947	Case Reports	D002363
14579657	Nasal Decongestants	D014663	Nasal Obstruction	D015508	14579657	Clinical Trial	D016430
14579657	Oxymetazoline	D010109	Nasal Obstruction	D015508	14579657	Clinical Trial	D016430
14582073	Cyclosporine	D016572	Flushing	D005483	14582073	Case Reports	D002363
14582073	Immunosuppressive Agents	D007166	Flushing	D005483	14582073	Case Reports	D002363
14581271	Antineoplastic Combined Chemotherapy Protocols	D000971	Neutropenia	D009503	14581271	Clinical Trial	D016430
14581271	Antineoplastic Combined Chemotherapy Protocols	D000971	Anemia	D000740	14581271	Clinical Trial	D016430
14581271	Cisplatin	D002945	Neutropenia	D009503	14581271	Clinical Trial	D016430
14581271	Cisplatin	D002945	Anemia	D000740	14581271	Clinical Trial	D016430
14581271	Vinblastine	D014747	Neutropenia	D009503	14581271	Clinical Trial	D016430
14581271	Vinblastine	D014747	Anemia	D000740	14581271	Clinical Trial	D016430
14581281	Antineoplastic Agents, Phytogenic	D000972	Alopecia	D000505	14581281	Case Reports	D002363
14581281	Antineoplastic Combined Chemotherapy Protocols	D000971	Alopecia	D000505	14581281	Case Reports	D002363
14581281	Paclitaxel	D017239	Alopecia	D000505	14581281	Case Reports	D002363
14581433	Antimetabolites, Antineoplastic	D000964	Acute Kidney Injury	D058186	14581433	Case Reports	D002363
14581433	Methotrexate	D008727	Acute Kidney Injury	D058186	14581433	Case Reports	D002363
14581945	Anti-Inflammatory Agents	D000893	Intestinal Perforation	D007416	14581945	Case Reports	D002363
14581945	Anti-Inflammatory Agents	D000893	Diverticulum, Colon	D004241	14581945	Case Reports	D002363
14581945	Glucocorticoids	D005938	Intestinal Perforation	D007416	14581945	Case Reports	D002363
14581945	Glucocorticoids	D005938	Diverticulum, Colon	D004241	14581945	Case Reports	D002363
14581945	Methylprednisolone	D008775	Intestinal Perforation	D007416	14581945	Case Reports	D002363
14581945	Methylprednisolone	D008775	Diverticulum, Colon	D004241	14581945	Case Reports	D002363
14581667	Anesthesia	D000758	Epilepsy	D004827	14581667	Clinical Trial	D016430
14581667	Anesthetics, Inhalation	D018685	Epilepsy	D004827	14581667	Clinical Trial	D016430
14581667	Methyl Ethers	D008738	Epilepsy	D004827	14581667	Clinical Trial	D016430
14581684	Neuroprotective Agents	D018696	Diarrhea	D003967	14581684	Clinical Trial	D016430
14581684	Riluzole	D019782	Diarrhea	D003967	14581684	Clinical Trial	D016430
14581688	Neuroprotective Agents	D018696	Alveolitis, Extrinsic Allergic	D000542	14581688	Case Reports	D002363
14581688	Riluzole	D019782	Alveolitis, Extrinsic Allergic	D000542	14581688	Case Reports	D002363
14581696	Anti-Inflammatory Agents, Non-Steroidal	D000894	Diplopia	D004172	14581696	Case Reports	D002363
14581696	Indomethacin	D007213	Diplopia	D004172	14581696	Case Reports	D002363
14581697	Tissue Plasminogen Activator	D010959	Cerebral Hemorrhage	D002543	14581697	Clinical Trial	D016430
14581110	Analgesics, Opioid	D000701	Hyperalgesia	D006930	14581110	Clinical Trial	D016430
14581110	Piperidines	D010880	Hyperalgesia	D006930	14581110	Clinical Trial	D016430
14581115	Analgesics, Opioid	D000701	Pain	D010146	14581115	Clinical Trial	D016430
14581115	Analgesics, Opioid	D000701	Hyperalgesia	D006930	14581115	Clinical Trial	D016430
14581115	Naloxone	D009270	Pain	D010146	14581115	Clinical Trial	D016430
14581115	Naloxone	D009270	Hyperalgesia	D006930	14581115	Clinical Trial	D016430
14581115	Narcotic Antagonists	D009292	Pain	D010146	14581115	Clinical Trial	D016430
14581115	Narcotic Antagonists	D009292	Hyperalgesia	D006930	14581115	Clinical Trial	D016430
14581115	Piperidines	D010880	Pain	D010146	14581115	Clinical Trial	D016430
14581115	Piperidines	D010880	Hyperalgesia	D006930	14581115	Clinical Trial	D016430
17310358	Anticonvulsants	D000927	Prenatal Exposure Delayed Effects	D011297	17310358	Case Reports	D002363
17310358	Anticonvulsants	D000927	Multicystic Dysplastic Kidney	D021782	17310358	Case Reports	D002363
17310358	Carbamazepine	D002220	Prenatal Exposure Delayed Effects	D011297	17310358	Case Reports	D002363
17310358	Carbamazepine	D002220	Multicystic Dysplastic Kidney	D021782	17310358	Case Reports	D002363
17310358	Phenobarbital	D010634	Prenatal Exposure Delayed Effects	D011297	17310358	Case Reports	D002363
17310358	Phenobarbital	D010634	Multicystic Dysplastic Kidney	D021782	17310358	Case Reports	D002363
17541882	Antipsychotic Agents	D014150	Basal Ganglia Diseases	D001480	17541882	Clinical Trial	D016430
17541882	Piperazines	D010879	Basal Ganglia Diseases	D001480	17541882	Clinical Trial	D016430
17541882	Thiazoles	D013844	Basal Ganglia Diseases	D001480	17541882	Clinical Trial	D016430
17541884	Antipsychotic Agents	D014150	Dermatitis, Seborrheic	D012628	17541884	Case Reports	D002363
17541889	Dermatologic Agents	D003879	Depressive Disorder, Major	D003865	17541889	Case Reports	D002363
17541889	Isotretinoin	D015474	Depressive Disorder, Major	D003865	17541889	Case Reports	D002363
17541890	Antidepressive Agents, Second-Generation	D018687	Inappropriate ADH Syndrome	D007177	17541890	Case Reports	D002363
17541890	Citalopram	D015283	Inappropriate ADH Syndrome	D007177	17541890	Case Reports	D002363
17542247	Anti-Allergic Agents	D018926	Urinary Retention	D016055	17542247	Case Reports	D002363
17542247	Anti-Allergic Agents	D018926	Cachexia	D002100	17542247	Case Reports	D002363
17542247	Anti-Allergic Agents	D018926	Affective Symptoms	D000342	17542247	Case Reports	D002363
17542247	Butyrophenones	D002090	Urinary Retention	D016055	17542247	Case Reports	D002363
17542247	Butyrophenones	D002090	Cachexia	D002100	17542247	Case Reports	D002363
17542247	Butyrophenones	D002090	Affective Symptoms	D000342	17542247	Case Reports	D002363
17542247	Cholinergic Antagonists	D018680	Urinary Retention	D016055	17542247	Case Reports	D002363
17542247	Cholinergic Antagonists	D018680	Cachexia	D002100	17542247	Case Reports	D002363
17542247	Cholinergic Antagonists	D018680	Affective Symptoms	D000342	17542247	Case Reports	D002363
17542247	Histamine H1 Antagonists	D006634	Urinary Retention	D016055	17542247	Case Reports	D002363
17542247	Histamine H1 Antagonists	D006634	Cachexia	D002100	17542247	Case Reports	D002363
17542247	Histamine H1 Antagonists	D006634	Affective Symptoms	D000342	17542247	Case Reports	D002363
17542247	Histamine H1 Antagonists, Non-Sedating	D039563	Urinary Retention	D016055	17542247	Case Reports	D002363
17542247	Histamine H1 Antagonists, Non-Sedating	D039563	Cachexia	D002100	17542247	Case Reports	D002363
17542247	Histamine H1 Antagonists, Non-Sedating	D039563	Affective Symptoms	D000342	17542247	Case Reports	D002363
17542247	Ketotifen	D007665	Urinary Retention	D016055	17542247	Case Reports	D002363
17542247	Ketotifen	D007665	Cachexia	D002100	17542247	Case Reports	D002363
17542247	Ketotifen	D007665	Affective Symptoms	D000342	17542247	Case Reports	D002363
17542247	Loratadine	D017336	Urinary Retention	D016055	17542247	Case Reports	D002363
17542247	Loratadine	D017336	Cachexia	D002100	17542247	Case Reports	D002363
17542247	Loratadine	D017336	Affective Symptoms	D000342	17542247	Case Reports	D002363
17542247	Piperidines	D010880	Urinary Retention	D016055	17542247	Case Reports	D002363
17542247	Piperidines	D010880	Cachexia	D002100	17542247	Case Reports	D002363
17542247	Piperidines	D010880	Affective Symptoms	D000342	17542247	Case Reports	D002363
17542341	Anticoagulants	D000925	Hematoma	D006406	17542341	Case Reports	D002363
17542351	Antipsychotic Agents	D014150	Pancreatitis	D010195	17542351	Case Reports	D002363
17542351	Antipsychotic Agents	D014150	Inappropriate ADH Syndrome	D007177	17542351	Case Reports	D002363
17542351	Antipsychotic Agents	D014150	Hyponatremia	D007010	17542351	Case Reports	D002363
17542351	Antipsychotic Agents	D014150	Hyperglycemia	D006943	17542351	Case Reports	D002363
17542351	Antipsychotic Agents	D014150	Heart Arrest	D006323	17542351	Case Reports	D002363
17542351	Antipsychotic Agents	D014150	Brain Edema	D001929	17542351	Case Reports	D002363
17542351	Benzodiazepines	D001569	Pancreatitis	D010195	17542351	Case Reports	D002363
17542351	Benzodiazepines	D001569	Inappropriate ADH Syndrome	D007177	17542351	Case Reports	D002363
17542351	Benzodiazepines	D001569	Hyponatremia	D007010	17542351	Case Reports	D002363
17542351	Benzodiazepines	D001569	Hyperglycemia	D006943	17542351	Case Reports	D002363
17542351	Benzodiazepines	D001569	Heart Arrest	D006323	17542351	Case Reports	D002363
17542351	Benzodiazepines	D001569	Brain Edema	D001929	17542351	Case Reports	D002363
17542351	Fluphenazine	D005476	Pancreatitis	D010195	17542351	Case Reports	D002363
17542351	Fluphenazine	D005476	Inappropriate ADH Syndrome	D007177	17542351	Case Reports	D002363
17542351	Fluphenazine	D005476	Hyponatremia	D007010	17542351	Case Reports	D002363
17542351	Fluphenazine	D005476	Hyperglycemia	D006943	17542351	Case Reports	D002363
17542351	Fluphenazine	D005476	Heart Arrest	D006323	17542351	Case Reports	D002363
17542351	Fluphenazine	D005476	Brain Edema	D001929	17542351	Case Reports	D002363
17542351	Haloperidol	D006220	Pancreatitis	D010195	17542351	Case Reports	D002363
17542351	Haloperidol	D006220	Inappropriate ADH Syndrome	D007177	17542351	Case Reports	D002363
17542351	Haloperidol	D006220	Hyponatremia	D007010	17542351	Case Reports	D002363
17542351	Haloperidol	D006220	Hyperglycemia	D006943	17542351	Case Reports	D002363
17542351	Haloperidol	D006220	Heart Arrest	D006323	17542351	Case Reports	D002363
17542351	Haloperidol	D006220	Brain Edema	D001929	17542351	Case Reports	D002363
17542351	Paroxetine	D017374	Pancreatitis	D010195	17542351	Case Reports	D002363
17542351	Paroxetine	D017374	Inappropriate ADH Syndrome	D007177	17542351	Case Reports	D002363
17542351	Paroxetine	D017374	Hyponatremia	D007010	17542351	Case Reports	D002363
17542351	Paroxetine	D017374	Hyperglycemia	D006943	17542351	Case Reports	D002363
17542351	Paroxetine	D017374	Heart Arrest	D006323	17542351	Case Reports	D002363
17542351	Paroxetine	D017374	Brain Edema	D001929	17542351	Case Reports	D002363
17542351	Serotonin Uptake Inhibitors	D017367	Pancreatitis	D010195	17542351	Case Reports	D002363
17542351	Serotonin Uptake Inhibitors	D017367	Inappropriate ADH Syndrome	D007177	17542351	Case Reports	D002363
17542351	Serotonin Uptake Inhibitors	D017367	Hyponatremia	D007010	17542351	Case Reports	D002363
17542351	Serotonin Uptake Inhibitors	D017367	Hyperglycemia	D006943	17542351	Case Reports	D002363
17542351	Serotonin Uptake Inhibitors	D017367	Heart Arrest	D006323	17542351	Case Reports	D002363
17542351	Serotonin Uptake Inhibitors	D017367	Brain Edema	D001929	17542351	Case Reports	D002363
17545728	HIV Protease Inhibitors	D017320	Alopecia	D000505	17545728	Case Reports	D002363
17545728	Oligopeptides	D009842	Alopecia	D000505	17545728	Case Reports	D002363
17545728	Pyridines	D011725	Alopecia	D000505	17545728	Case Reports	D002363
17545728	Ritonavir	D019438	Alopecia	D000505	17545728	Case Reports	D002363
17542700	Serum Albumin	D012709	Urticaria	D014581	17542700	Clinical Trial	D016430
17542700	Serum Albumin	D012709	Edema	D004487	17542700	Clinical Trial	D016430
17542700	Serum Albumin	D012709	Dog Diseases	D004283	17542700	Clinical Trial	D016430
17546250	Antipsychotic Agents	D014150	Diabetic Ketoacidosis	D016883	17546250	Case Reports	D002363
17546250	Clozapine	D003024	Diabetic Ketoacidosis	D016883	17546250	Case Reports	D002363
17546252	Endocrine Disruptors	D052244	Puberty, Precocious	D011629	17546252	Case Reports	D002363
17546252	Phytoestrogens	D048789	Puberty, Precocious	D011629	17546252	Case Reports	D002363
17546252	Soy Foods	D045730	Puberty, Precocious	D011629	17546252	Case Reports	D002363
17344003	Estradiol	D004958	Nystagmus, Pathologic	D009759	17344003	Case Reports	D002363
17344003	Estradiol	D004958	Lateral Medullary Syndrome	D014854	17344003	Case Reports	D002363
17344003	Follicle Stimulating Hormone	D005640	Nystagmus, Pathologic	D009759	17344003	Case Reports	D002363
17344003	Follicle Stimulating Hormone	D005640	Lateral Medullary Syndrome	D014854	17344003	Case Reports	D002363
17344003	Gonadotropin-Releasing Hormone	D007987	Nystagmus, Pathologic	D009759	17344003	Case Reports	D002363
17344003	Gonadotropin-Releasing Hormone	D007987	Lateral Medullary Syndrome	D014854	17344003	Case Reports	D002363
17344003	Luteinizing Hormone	D007986	Nystagmus, Pathologic	D009759	17344003	Case Reports	D002363
17344003	Luteinizing Hormone	D007986	Lateral Medullary Syndrome	D014854	17344003	Case Reports	D002363
17344003	Ovulation Induction	D010062	Nystagmus, Pathologic	D009759	17344003	Case Reports	D002363
17344003	Ovulation Induction	D010062	Lateral Medullary Syndrome	D014854	17344003	Case Reports	D002363
17543164	Adrenal Cortex Hormones	D000305	Osteoporosis	D010024	17543164	Clinical Trial	D016430
17543166	Anticonvulsants	D000927	Lupus Erythematosus, Systemic	D008180	17543166	Case Reports	D002363
17543166	Anticonvulsants	D000927	Exanthema	D005076	17543166	Case Reports	D002363
17543166	Anticonvulsants	D000927	Eosinophilia	D004802	17543166	Case Reports	D002363
17543166	Phenobarbital	D010634	Lupus Erythematosus, Systemic	D008180	17543166	Case Reports	D002363
17543166	Phenobarbital	D010634	Exanthema	D005076	17543166	Case Reports	D002363
17543166	Phenobarbital	D010634	Eosinophilia	D004802	17543166	Case Reports	D002363
17543172	Antibodies, Monoclonal	D000911	Neutropenia	D009503	17543172	Case Reports	D002363
17543172	Antirheumatic Agents	D018501	Neutropenia	D009503	17543172	Case Reports	D002363
17544986	Anticoagulants	D000925	Peritoneal Diseases	D010532	17544986	Case Reports	D002363
17544986	Anticoagulants	D000925	Hematoma	D006406	17544986	Case Reports	D002363
17544986	Warfarin	D014859	Peritoneal Diseases	D010532	17544986	Case Reports	D002363
17544986	Warfarin	D014859	Hematoma	D006406	17544986	Case Reports	D002363
17429706	Angiogenesis Inhibitors	D020533	Rectovaginal Fistula	D012006	17429706	Case Reports	D002363
17429706	Antibodies, Monoclonal	D000911	Rectovaginal Fistula	D012006	17429706	Case Reports	D002363
16564147	Occupational Exposure	D016273	Respiratory Distress Syndrome, Adult	D012128	16564147	Case Reports	D002363
16564147	Occupational Exposure	D016273	Necrosis	D009336	16564147	Case Reports	D002363
17064794	Stents	D015607	Coronary Vasospasm	D003329	17064794	Case Reports	D002363
17542734	Morphine	D009020	Epilepsies, Myoclonic	D004831	17542734	Case Reports	D002363
17542734	Morphine	D009020	Dog Diseases	D004283	17542734	Case Reports	D002363
17446008	Calcium Channel Blockers	D002121	Pulmonary Edema	D011654	17446008	Case Reports	D002363
17446008	Nicardipine	D009529	Pulmonary Edema	D011654	17446008	Case Reports	D002363
17543792	Doxorubicin	D004317	Cardiomyopathies	D009202	17543792	Case Reports	D002363
17543792	Heart-Assist Devices	D006353	Cardiomyopathies	D009202	17543792	Case Reports	D002363
17543794	Immunosuppressive Agents	D007166	Hemorrhage	D006470	17543794	Case Reports	D002363
17543794	Sirolimus	D020123	Hemorrhage	D006470	17543794	Case Reports	D002363
17543796	Cyclosporine	D016572	Ventricular Dysfunction, Right	D018497	17543796	Case Reports	D002363
17543796	Cyclosporine	D016572	Brain Diseases	D001927	17543796	Case Reports	D002363
17543796	Immunosuppressive Agents	D007166	Ventricular Dysfunction, Right	D018497	17543796	Case Reports	D002363
17543796	Immunosuppressive Agents	D007166	Brain Diseases	D001927	17543796	Case Reports	D002363
17543796	Sirolimus	D020123	Ventricular Dysfunction, Right	D018497	17543796	Case Reports	D002363
17543796	Sirolimus	D020123	Brain Diseases	D001927	17543796	Case Reports	D002363
17544793	Antimetabolites, Antineoplastic	D000964	Glaucoma, Neovascular	D015355	17544793	Case Reports	D002363
17544793	Methotrexate	D008727	Glaucoma, Neovascular	D015355	17544793	Case Reports	D002363
17542873	Anti-Bacterial Agents	D000900	Tachycardia	D013610	17542873	Case Reports	D002363
17542873	Anti-Bacterial Agents	D000900	Lupus Erythematosus, Systemic	D008180	17542873	Case Reports	D002363
17542873	Anti-Bacterial Agents	D000900	Hyperthyroidism	D006980	17542873	Case Reports	D002363
17542873	Minocycline	D008911	Tachycardia	D013610	17542873	Case Reports	D002363
17542873	Minocycline	D008911	Lupus Erythematosus, Systemic	D008180	17542873	Case Reports	D002363
17542873	Minocycline	D008911	Hyperthyroidism	D006980	17542873	Case Reports	D002363
17542900	Diphtheria-Tetanus-Pertussis Vaccine	D015721	Erythema Multiforme	D004892	17542900	Case Reports	D002363
17542900	Preservatives, Pharmaceutical	D011310	Erythema Multiforme	D004892	17542900	Case Reports	D002363
17542900	Thimerosal	D013849	Erythema Multiforme	D004892	17542900	Case Reports	D002363
17543830	Anesthetics, Local	D000779	Paralysis	D010243	17543830	Case Reports	D002363
17543830	Anesthetics, Local	D000779	Femoral Neuropathy	D020428	17543830	Case Reports	D002363
17543830	Bupivacaine	D002045	Paralysis	D010243	17543830	Case Reports	D002363
17543830	Bupivacaine	D002045	Femoral Neuropathy	D020428	17543830	Case Reports	D002363
17543830	Nerve Block	D009407	Paralysis	D010243	17543830	Case Reports	D002363
17543830	Nerve Block	D009407	Femoral Neuropathy	D020428	17543830	Case Reports	D002363
17462863	Antipsychotic Agents	D014150	Sialorrhea	D012798	17462863	Case Reports	D002363
17462863	Risperidone	D018967	Sialorrhea	D012798	17462863	Case Reports	D002363
17547277	Pharmaceutic Aids	D010592	Hypersensitivity, Immediate	D006969	17547277	Case Reports	D002363
17547277	Povidone	D011205	Hypersensitivity, Immediate	D006969	17547277	Case Reports	D002363
17547360	Chemoembolization, Therapeutic	D016461	Acute Kidney Injury	D058186	17547360	Case Reports	D002363
17548556	Immunosuppressive Agents	D007166	Intracranial Hemorrhage, Hypertensive	D020299	17548556	Case Reports	D002363
